"","collection_no","collection_name","accepted_name","identified_rank","family","genus","formation","member","cells.1","Maas_out_0.5","DEM_0.5","LANDCVI_selected_0.5","MGVF_0.5","SLOPE_0.5","WC_Prec_0.5","WC_Temp_0.5","cells","MaasPrecip_0.5","MaasTemp_0.5","colls_per_cell"
"11",14495,"Pediomys Point, Colville River","Unnuakomys hutchisoni","species","Pediomyidae","Unnuakomys","Prince Creek","Kogosukruk Tongue",1003,0.800000011920929,63.9422645568848,NA,72.5,0.091985784471035,12.3941459655762,-10.3880767822266,1003,1.44055491091422e-06,264.911102294922,2
"12",14495,"Pediomys Point, Colville River","Cimolodon","genus","Cimolodontidae","Cimolodon","Prince Creek","Kogosukruk Tongue",1003,0.800000011920929,63.9422645568848,NA,72.5,0.091985784471035,12.3941459655762,-10.3880767822266,1003,1.44055491091422e-06,264.911102294922,2
"13",51889,"Kikak-Tegoseak Quarry","Ornithomimidae","family","Ornithomimidae","","Prince Creek","Kogosukruk Tongue",1003,0.800000011920929,63.9422645568848,NA,72.5,0.091985784471035,12.3941459655762,-10.3880767822266,1003,2.40806161855289e-06,264.960632324219,2
"14",51889,"Kikak-Tegoseak Quarry","Dromaeosaurus albertensis","species","Dromaeosauridae","Dromaeosaurus","Prince Creek","Kogosukruk Tongue",1003,0.800000011920929,63.9422645568848,NA,72.5,0.091985784471035,12.3941459655762,-10.3880767822266,1003,2.40806161855289e-06,264.960632324219,2
"15",14495,"Pediomys Point, Colville River","Thescelosaurinae","subfamily","Thescelosauridae","","Prince Creek","Kogosukruk Tongue",1003,0.800000011920929,63.9422645568848,NA,72.5,0.091985784471035,12.3941459655762,-10.3880767822266,1003,1.44055491091422e-06,264.911102294922,2
"16",51889,"Kikak-Tegoseak Quarry","Nanuqsaurus hoglundi","species","Tyrannosauridae","Nanuqsaurus","Prince Creek","Kogosukruk Tongue",1003,0.800000011920929,63.9422645568848,NA,72.5,0.091985784471035,12.3941459655762,-10.3880767822266,1003,2.40806161855289e-06,264.960632324219,2
"17",53494,"W side Colville River (UAM #AK-493-V-001)","Alaskacephale gangloffi","species","Pachycephalosauridae","Alaskacephale","Prince Creek","",1004,1,38.4781188964844,NA,64.5000076293945,0.0868008658289909,12.9827156066895,-10.3969078063965,1004,5.07069762534229e-06,265.487152099609,1
"18",52892,"Section 8, Peel River drainage (UA)","Hadrosauridae","family","Hadrosauridae","","Bonnet Plume","",2364,0.370000004768372,269.674835205078,32.2771034240723,84.75,0.448416650295258,28.2843208312988,-6.564124584198,2364,6.11566292718635e-06,266.7119140625,1
"19",52892,"Section 8, Peel River drainage (UA)","Ornithopoda","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Bonnet Plume","",2364,0.370000004768372,269.674835205078,32.2771034240723,84.75,0.448416650295258,28.2843208312988,-6.564124584198,2364,6.11566292718635e-06,266.7119140625,1
"20",52893,"East Little Bear River","Pachyrhinosaurus","genus","Ceratopsidae","Pachyrhinosaurus","Summit Creek","",2715,0.28999999165535,256.878234863281,13.1662473678589,81.2500152587891,0.364708691835403,25.8557071685791,-5.28521203994751,2715,3.85533121516346e-06,262.527496337891,1
"21",161248,"Charlie Young site","Tyrannosauridae","family","Tyrannosauridae","","Wapiti","",6047,0.970000028610229,923.835815429688,37.0992202758789,96.5,0.356043756008148,46.3243522644043,2.63946485519409,6047,6.87909550833865e-06,270.246429443359,1
"22",46091,"locality 8, Swan Hills","Deinodontidae","family","Deinodontidae","","Scollard","",6056,1,1124.41918945312,20.5097846984863,95.75,0.258359789848328,46.2304649353027,1.58474338054657,6056,7.97212760517141e-06,271.030426025391,3
"23",46090,"locality 6, Swan Hills","Deinodontidae","family","Deinodontidae","","Scollard","",6056,1,1124.41918945312,20.5097846984863,95.75,0.258359789848328,46.2304649353027,1.58474338054657,6056,7.97212760517141e-06,271.030426025391,3
"24",46093,"locality 9, Swan Hills","Crocodylidae","family","Crocodylidae","","Scollard","",6056,1,1124.41918945312,20.5097846984863,95.75,0.258359789848328,46.2304649353027,1.58474338054657,6056,8.01782061898848e-06,271.084838867188,3
"25",76062,"Danek Bonebed","Daspletosaurus","genus","Tyrannosauridae","Daspletosaurus","Horseshoe Canyon","",6557,1,735.420593261719,110.702713012695,96.75,0.087174728512764,41.3530197143555,2.60645580291748,6557,8.95041466719704e-06,271.952362060547,1
"26",76062,"Danek Bonebed","Saurornitholestes","genus","Dromaeosauridae","Saurornitholestes","Horseshoe Canyon","",6557,1,735.420593261719,110.702713012695,96.75,0.087174728512764,41.3530197143555,2.60645580291748,6557,8.95041466719704e-06,271.952362060547,1
"27",76062,"Danek Bonebed","Saurolophus","genus","Hadrosauridae","Saurolophus","Horseshoe Canyon","",6557,1,735.420593261719,110.702713012695,96.75,0.087174728512764,41.3530197143555,2.60645580291748,6557,8.95041466719704e-06,271.952362060547,1
"28",76062,"Danek Bonebed","Edmontosaurus","genus","Hadrosauridae","Edmontosaurus","Horseshoe Canyon","",6557,1,735.420593261719,110.702713012695,96.75,0.087174728512764,41.3530197143555,2.60645580291748,6557,8.95041466719704e-06,271.952362060547,1
"29",14569,"Henry Farm","Tyrannosauridae","family","Tyrannosauridae","","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"30",14569,"Henry Farm","Mesodma formosa","species","Neoplagiaulacidae","Mesodma","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"31",14569,"Henry Farm","Leptoceratops","genus","Leptoceratopsidae","Leptoceratops","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"32",14569,"Henry Farm","Crocodylidae","family","Crocodylidae","","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"33",188840,"mouth of Tail Creek","Hadrosauridae","genus","Hadrosauridae","","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.59403587330598e-06,272.560424804688,3
"34",14569,"Henry Farm","Testudines","order","","","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"35",14569,"Henry Farm","Ceratopsidae","family","Ceratopsidae","","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"36",14569,"Henry Farm","Aletridelphys florencae","species","Pediomyidae","Aletridelphys","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"37",14569,"Henry Farm","Gypsonictops hypoconus","species","Gypsonictopidae","Gypsonictops","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"38",14569,"Henry Farm","Champsosaurus","genus","NO_FAMILY_SPECIFIED","Champsosaurus","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"39",14569,"Henry Farm","Pachycephalosaurus","genus","Pachycephalosauridae","Pachycephalosaurus","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"40",64353,"northeast of Elnora (NMC)","Leptoceratops gracilis","species","Leptoceratopsidae","Leptoceratops","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.89780528470874e-06,272.860626220703,3
"41",14569,"Henry Farm","Hadrosauridae","family","Hadrosauridae","","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"42",14569,"Henry Farm","Parasaniwa wyomingensis","species","NO_FAMILY_SPECIFIED","Parasaniwa","Scollard","",6890,0.990000009536743,810.288757324219,94.0891876220703,93.75,0.0947308912873268,38.6345329284668,2.84624719619751,6890,9.86547183856601e-06,272.908966064453,3
"43",73461,"Paintearth Creek","Didelphodon coyi","species","Stagodontidae","Didelphodon","Horseshoe Canyon","",6892,0.970000028610229,822.983032226562,793.646850585938,85.4999923706055,0.0782323777675629,34.6509475708008,2.77435231208801,6892,1.0054850463348e-05,272.829833984375,1
"44",11917,"Knudsen's Coulee (NMC 9950)","Tyrannosaurus rex","species","Tyrannosauridae","Tyrannosaurus","Scollard","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.89780528470874e-06,272.860626220703,11
"45",51966,"3.5 miles below Tolman Ferry (100 ft level)","Anodontosaurus lambei","species","Ankylosauridae","Anodontosaurus","Horseshoe Canyon","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,1.0243255928799e-05,273.314880371094,11
"46",49079,"5 miles above Tolman Ferry, (150 ft level) [GSC]","Hypacrosaurus altispinus","species","Hadrosauridae","Hypacrosaurus","Horseshoe Canyon","Tolman",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.95785194390919e-06,272.974884033203,11
"47",47127,"T. albertensis type, Red Deer River (NMC)","Triceratops horridus","species","Ceratopsidae","Triceratops","Scollard","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.89780528470874e-06,272.860626220703,11
"48",51966,"3.5 miles below Tolman Ferry (100 ft level)","Saurolophus","genus","Hadrosauridae","Saurolophus","Horseshoe Canyon","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,1.0243255928799e-05,273.314880371094,11
"49",11918,"East of Huxley (NMC 9554)","Tyrannosaurus rex","species","Tyrannosauridae","Tyrannosaurus","Scollard","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.86547183856601e-06,272.908966064453,11
"50",45876,"1.5 miles above Tolman Ferry (210 ft level) [AMNH]","Ankylosaurus magniventris","species","Ankylosauridae","Ankylosaurus","Horseshoe Canyon","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.95785194390919e-06,272.974884033203,11
"51",155223,"1.5 miles below Tolman Ferry (30 ft level) [AMNH]","Anodontosaurus lambei","species","Ankylosauridae","Anodontosaurus","Horseshoe Canyon","Morrin",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.95785194390919e-06,272.974884033203,11
"52",52680,"East of Huxley (RTMP)","Ornithischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Scollard","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.89780528470874e-06,272.860626220703,11
"53",51965,"3.5 miles below Tolman Ferry (175 ft level)","Montanoceratops cerorhynchus","species","Leptoceratopsidae","Montanoceratops","Horseshoe Canyon","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,1.0243255928799e-05,273.314880371094,11
"54",45876,"1.5 miles above Tolman Ferry (210 ft level) [AMNH]","Ankylosauridae","family","Ankylosauridae","","Horseshoe Canyon","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.95785194390919e-06,272.974884033203,11
"55",45877,"right bank, Red Deer River [NMC]","Ankylosaurus magniventris","species","Ankylosauridae","Ankylosaurus","Scollard","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.89780528470874e-06,272.860626220703,11
"56",47128,"Red Deer River valley (NMC)","Triceratops horridus","species","Ceratopsidae","Triceratops","Scollard","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.89780528470874e-06,272.860626220703,11
"57",45876,"1.5 miles above Tolman Ferry (210 ft level) [AMNH]","Hadrosauridae","family","Hadrosauridae","","Horseshoe Canyon","",7056,0.939999997615814,916.645751953125,84.6452789306641,93,0.108838088810444,34.7321624755859,3.17604374885559,7056,9.95785194390919e-06,272.974884033203,11
"58",34744,"Drumheller bone bed, Munson Ferry (80 ft level)","Testudines","order","","","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"59",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Atrociraptor marshalli","species","Dromaeosauridae","Atrociraptor","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"60",34744,"Drumheller bone bed, Munson Ferry (80 ft level)","Scapherpeton","genus","Scapherpetontidae","Scapherpeton","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"61",135743,"TMP JD-1","Archosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"62",64630,"10 miles below Tolman Ferry (150 ft level) [AMNH]","Anodontosaurus lambei","species","Ankylosauridae","Anodontosaurus","Horseshoe Canyon","Tolman",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"63",34744,"Drumheller bone bed, Munson Ferry (80 ft level)","Pachyrhinosaurus canadensis","species","Ceratopsidae","Pachyrhinosaurus","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"64",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Palaeobatrachus occidentalis","species","Palaeobatrachidae","Palaeobatrachus","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"65",34744,"Drumheller bone bed, Munson Ferry (80 ft level)","Edmontosaurus","genus","Hadrosauridae","Edmontosaurus","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"66",135741,"TMP NL-1","Tyrannosauridae","family","Tyrannosauridae","","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"67",34744,"Drumheller bone bed, Munson Ferry (80 ft level)","Albertosaurus","genus","Tyrannosauridae","Albertosaurus","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"68",34744,"Drumheller bone bed, Munson Ferry (80 ft level)","Pachyrhinosaurus","genus","Ceratopsidae","Pachyrhinosaurus","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"69",11899,"2 miles below Tolman Ferry (150 ft level) [AMNH]","Saurolophus osborni","species","Hadrosauridae","Saurolophus","Horseshoe Canyon","Morrin",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"70",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Tyrannosauridae","family","Tyrannosauridae","","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"71",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Hypacrosaurus altispinus","species","Hadrosauridae","Hypacrosaurus","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"72",11899,"2 miles below Tolman Ferry (150 ft level) [AMNH]","Albertosaurus sarcophagus","species","Tyrannosauridae","Albertosaurus","Horseshoe Canyon","Morrin",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"73",97797,"RTMP L1508, 7.5 miles southwest of Rumsey","Chasmosaurinae","subfamily","Ceratopsidae","","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"74",79692,"7 miles northwest of Morrin (20 ft level) [NMC]","Edmontonia longiceps","species","Nodosauridae","Edmontonia","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"75",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Scapherpetontidae","family","Scapherpetontidae","","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"76",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Ornithomimidae","family","Ornithomimidae","","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"77",193696,"CMN Basilemys morrinensis type locality","Basilemys morrinensis","species","Nanhsiungchelyidae","Basilemys","Horseshoe Canyon","Horsethief",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"78",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Avialae","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"79",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Metatheria","subclass","","","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"80",11899,"2 miles below Tolman Ferry (150 ft level) [AMNH]","Anodontosaurus lambei","species","Ankylosauridae","Anodontosaurus","Horseshoe Canyon","Morrin",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"81",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Albertonykus borealis","species","NO_FAMILY_SPECIFIED","Albertonykus","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"82",34744,"Drumheller bone bed, Munson Ferry (80 ft level)","Opisthotriton","genus","Batrachosauroididae","Opisthotriton","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"83",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Borioteiioidea","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"84",64430,"Tolman Ferry, Red Deer River (AMNH)","Saurolophus osborni","species","Hadrosauridae","Saurolophus","Horseshoe Canyon","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"85",14631,"Trochu (KUA-2)","Paracimexomys priscus","species","NO_FAMILY_SPECIFIED","Paracimexomys","Scollard","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"86",191252,"8 miles below Tolman Ferry (60 ft level) [AMNH]","Ornithomimidae","family","Ornithomimidae","","Horseshoe Canyon","Tolman",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"87",191252,"8 miles below Tolman Ferry (60 ft level) [AMNH]","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Horseshoe Canyon","Tolman",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"88",14632,"Trochu (KUA-3)","Odaxosaurus piger","species","Anguidae","Odaxosaurus","Scollard","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"89",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Champsosaurus","genus","NO_FAMILY_SPECIFIED","Champsosaurus","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"90",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Ceratopsidae","family","Ceratopsidae","","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"91",55363,"Albertosaurus Bonebed, Dry Island Buffalo Jump","Dromaeosaurinae","subfamily","Dromaeosauridae","","Horseshoe Canyon","B",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,9.86547183856601e-06,272.908966064453,54
"92",14638,"Trochu (UA-3)","Didelphodon vorax","species","Stagodontidae","Didelphodon","Scollard","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"93",14630,"Trochu (KUA-1)","Altacreodus magnus","species","NO_FAMILY_SPECIFIED","Altacreodus","Scollard","",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"94",52469,"7 miles below Tolman Ferry (40 ft level) [AMNH]","Hadrosauridae","family","Hadrosauridae","","Horseshoe Canyon","Tolman",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
"95",52469,"7 miles below Tolman Ferry (40 ft level) [AMNH]","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Horseshoe Canyon","Tolman",7057,0.839999973773956,829.37744140625,595.396118164062,82.75,0.0687960088253021,33.4558067321777,3.17399787902832,7057,1.0243255928799e-05,273.314880371094,54
