139251,occ,,,11894,Centrosaurus apertus,species,63911,Late Campanian,,83.5,70.6,Currie,2005,16964,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ceratopsidae,Centrosaurus,hydroxyapatite,compact or dense,,,RTMP Quarry 217,,,-111.528931,50.737297,CA,Alberta,,stated in text,6,small collection,,gp_mid,-65.72,60.93,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,Dinosaur Park,4.03,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
139252,occ,23302,,11895,Gorgosaurus libratus,species,53194,Late Campanian,,83.5,70.6,Russell,1970,4205,Chordata,Saurischia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,hydroxyapatite,compact or dense,,,"RTMP Quarry 74, Steveville",,"NMC, Sternberg Quarry 50, G.S.C.24",-111.564636,50.723866,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); NW 1/4, sec 26, T20, R12, LSD 4",gp_mid,-65.78,60.93,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,originally assigned to the Oldman Fm.,"""sandstone, plant matter""",sandstone,,,carbonaceous,Y,,,,,,"""sandstone, plant matter""",sandstone,,,carbonaceous,Y,,,,,,channel lag,,"""channel base""",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
139253,occ,18699,,11896,Gorgosaurus libratus,species,53194,Late Campanian,,83.5,70.6,Russell,1970,4205,Chordata,Saurischia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,hydroxyapatite,compact or dense,,,"RTMP Quarry 106, Sand Creek (75 ft level) [AMNH]",,"Sternberg quarry 57, A.M.8",-111.525337,50.740471,CA,Alberta,,stated in text,6,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); R bank Sand Creek, 75 ft above river, 12 mi below Steveville; NW 1/4, sec 31, T20, R11, W 4th meridian",gp_mid,-65.71,60.93,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,Dinosaur Park,0.755,bottom to top,originally assigned to Oldman Fm.,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
139254,occ,13634,,11897,Gorgosaurus libratus,species,53194,Late Campanian,,83.5,70.6,Lambe,1914,17547,Chordata,Saurischia,NO_ORDER_SPECIFIED,Tyrannosauridae,Gorgosaurus,hydroxyapatite,compact or dense,,,"RTMP Quarry 36, Berry Creek",,"Red Deer River, Sternberg Quarry 36, Gorgosaurus type, G.S.C.6, NMC",-111.601021,50.786999,CA,Alberta,,stated in text,3,small collection,"near Steveville, Alberta (now Dinosaur Provincial Park); 3.5 miles below mouth of Berry Creek, on S side of river, Red Deer River, Alberta; NE 1/4 sec 16, T21, R12, LSD 4; ""near the prairie level""",gp_mid,-65.76,60.99,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,originally assigned to the Oldman Fm.,"""tough clayey sandstone""",sandstone,,lithified,argillaceous,Y,,,,,,"""tough clayey sandstone""",sandstone,,lithified,argillaceous,Y,,,,,,channel lag,,,Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
150309,occ,,,13339,Styracosaurus albertensis,species,56144,Late Campanian,,83.5,70.6,Brown,1917,5980,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ceratopsidae,Styracosaurus,hydroxyapatite,compact or dense,,,"RTMP Quarry 105, Sand Creek (150 ft level) [AMNH]",,"M. nasicornus type, Sternberg Quarry 43, A.M.7",-111.565781,50.742214,CA,Alberta,,stated in text,6,small collection,"north fork of Sand Creek, 12 miles below Steveville, 150 feet above R bank of river, Red Deer River, Alberta; NW 1/4, sec 35, T2-, R12, W 4th meridian",gp_mid,-65.76,60.94,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,100 m below top of Belly River beds; originally assigned to the Oldman Fm.,sandstone with some plant matter,sandstone,,,carbonaceous,Y,,,,,,sandstone with some plant matter,sandstone,,,carbonaceous,Y,,,,,,"""channel""",,,Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
219935,occ,,,22640,Ceratopsidae,family,38851,Late Campanian,,83.5,70.6,Beavan and Russell,1999,5723,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Ceratopsidae,,hydroxyapatite,compact or dense,,,RTMP BB 96,,"ETE Locality 1514, Bonebed 96",-111.32457,50.815014,CA,Alberta,,stated in text,6,small collection,,gp_mid,-65.41,60.94,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,"ETE dating method: time_unit, ETE age comment: . radiometric intage_min","ETE rock type adj: 0, ETE lithology comments: .",sandstone,,,,Y,,,,,,"ETE rock type adj: 0, ETE lithology comments: .",sandstone,,,,Y,,,,,,channel lag,,"ETE sed env 1: fluv_deltaic, ETE sed env 2: chan_bar ETE event: ., ETE env comment: .",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
219997,occ,,,22654,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,Currie,1994,5922,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,hydroxyapatite,compact or dense,,,RTMP BB 136,,"ETE Locality 1528, Bonebed 136",-111.525871,50.728848,CA,Alberta,,stated in text,6,outcrop,,gp_mid,-65.73,60.92,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: channel; ETE env comment: hydrau. rewrking",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
219998,occ,37489,,22654,Tyrannosauridae,family,38606,Late Campanian,,83.5,70.6,Carrano,2020,14199,Chordata,Saurischia,NO_ORDER_SPECIFIED,Tyrannosauridae,,hydroxyapatite,compact or dense,,,RTMP BB 136,,"ETE Locality 1528, Bonebed 136",-111.525871,50.728848,CA,Alberta,,stated in text,6,outcrop,,gp_mid,-65.73,60.92,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: channel; ETE env comment: hydrau. rewrking",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
219999,occ,,,22654,Ornithomimidae,family,38539,Late Campanian,,83.5,70.6,Currie,1994,5922,Chordata,Saurischia,NO_ORDER_SPECIFIED,Ornithomimidae,,hydroxyapatite,compact or dense,thick,,RTMP BB 136,,"ETE Locality 1528, Bonebed 136",-111.525871,50.728848,CA,Alberta,,stated in text,6,outcrop,,gp_mid,-65.73,60.92,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: channel; ETE env comment: hydrau. rewrking",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
220000,occ,,,22654,Nodosaurus,genus,38823,Late Campanian,,83.5,70.6,Currie,1994,5922,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Nodosauridae,Nodosaurus,hydroxyapatite,compact or dense,,,RTMP BB 136,,"ETE Locality 1528, Bonebed 136",-111.525871,50.728848,CA,Alberta,,stated in text,6,outcrop,,gp_mid,-65.73,60.92,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: channel; ETE env comment: hydrau. rewrking",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
220001,occ,,,22654,Ornithischia,unranked clade,38712,Late Campanian,,83.5,70.6,Currie,1994,5922,Chordata,Ornithischia,,,,hydroxyapatite,compact or dense,,,RTMP BB 136,,"ETE Locality 1528, Bonebed 136",-111.525871,50.728848,CA,Alberta,,stated in text,6,outcrop,,gp_mid,-65.73,60.92,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",not reported,,,,,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: channel; ETE env comment: hydrau. rewrking",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
220003,occ,,,22656,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,Behrensmeyer,1994,5923,Chordata,Ornithischia,NO_ORDER_SPECIFIED,Hadrosauridae,,hydroxyapatite,compact or dense,,,RTMP BB 47,,"ETE Locality 1530, Bonebed 47",-111.513893,50.734207,CA,Alberta,,stated in text,6,outcrop,"LSD 10, sec 31, T20, R11, W 4th meridian, Dinosaur Provincial Park; UTM [WGS 84] = 12U 0463976 5620718",gp_mid,-65.71,60.92,101,Dinosaur Park,Belly River,,Dinosaur Park,Belly River,,bed,,,,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",sandstone,,,,Y,,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",sandstone,,,,Y,,,,,,"""channel""",,"ETE sed env 1: fluvial, ETE sed env 2: channel; ETE env comment: hydrau. rewrking",Campanian,-,Campanian,"Campanian, Maastrichtian","Campanian, Maastrichtian"
