"","collection_no","formation","occurrence_no","record_type","reid_no","flags","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc2","protected","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","formation3","stratgroup4","member5","lithdescript6","lithology17","lithadj18","lithification19","minor_lithology110","fossilsfrom111","lithology212","lithadj213","lithification214","minor_lithology215","fossilsfrom216","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","old_max_ma","old_min_ma","id","n_bins","bin_assignment","bin_midpoint","overlap_percentage","Target","plng","plat","cells","layer","data.lng","data.lat","Coll_count"
"423",45565,"Oldman",464539,"occ",NA,"","Cimolomys clarki","species",45124,"","Cimolomys clarki",NA,"species",45124,"Middle Campanian","",79.52,77.03,"Brinkman et al.",2004,11931,"Chordata","Mammalia","Multituberculata","Cimolomyidae","Cimolomys",NA,NA,1,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","arboreal","","herbivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","D. B. Brinkman, A. P. Russell, and D. A. Eberth, J. Peng. 2004. Vertebrate palaeocommunities of the lower Judith River Group (Campanian) of southeastern Alberta, Canada, as interpreted from vertebrate microfossil assemblages. Palaeogeography, Palaeoclimatology, Palaeoecology 213:295-313",83.5,70.6,7697,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"424",45565,"Oldman",461860,"occ",NA,"","Opisthotriton kayi","species",63051,"","Opisthotriton kayi",NA,"species",63051,"Middle Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Osteichthyes","Proteida","Batrachosauroididae","Opisthotriton",NA,NA,76,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","freshwater",NA,"actively mobile","aquatic","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7608,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"425",45565,"Oldman",464538,"occ",NA,"","Cimexomys sp.","genus",39784,"","Cimexomys",NA,"genus",39784,"Middle Campanian","",79.52,77.03,"Brinkman et al.",2004,11931,"Chordata","Mammalia","Multituberculata","NO_FAMILY_SPECIFIED","Cimexomys",NA,NA,1,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","arboreal","","herbivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","D. B. Brinkman, A. P. Russell, and D. A. Eberth, J. Peng. 2004. Vertebrate palaeocommunities of the lower Judith River Group (Campanian) of southeastern Alberta, Canada, as interpreted from vertebrate microfossil assemblages. Palaeogeography, Palaeoclimatology, Palaeoecology 213:295-313",83.5,70.6,7681,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"426",45565,"Oldman",461870,"occ",NA,"","Xenosauridae indet.","family",38018,"","Xenosauridae",NA,"family",38018,"Middle Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Squamata","Xenosauridae","",NA,NA,1,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7421,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"427",45565,"Oldman",464537,"occ",NA,"","Cimolomyidae indet.","family",39853,"","Cimolomyidae",NA,"family",39853,"Middle Campanian","",79.52,77.03,"Brinkman et al.",2004,11931,"Chordata","Mammalia","Multituberculata","Cimolomyidae","",NA,NA,1,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","arboreal","","herbivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","D. B. Brinkman, A. P. Russell, and D. A. Eberth, J. Peng. 2004. Vertebrate palaeocommunities of the lower Judith River Group (Campanian) of southeastern Alberta, Canada, as interpreted from vertebrate microfossil assemblages. Palaeogeography, Palaeoclimatology, Palaeoecology 213:295-313",83.5,70.6,7609,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"428",45565,"Oldman",461871,"occ",NA,"","Palaeosaniwa canadensis","species",63234,"","Palaeosaniwa canadensis",NA,"species",63234,"Middle Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Squamata","NO_FAMILY_SPECIFIED","Palaeosaniwa",NA,NA,2,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7696,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"429",45565,"Oldman",461874,"occ",NA,"","Alligatorinae indet.","unranked clade",53992,"","Alligatorinae",NA,"unranked clade",53992,"Middle Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Crocodylia","Alligatoridae","",NA,NA,3,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","marine",NA,"actively mobile","","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7501,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"430",45565,"Oldman",461866,"occ",NA,"","Trionychidae indet.","family",37674,"","Trionychidae",NA,"family",37674,"Middle Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Testudines","Trionychidae","",NA,NA,2,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","brackish,freshwater",NA,"actively mobile","aquatic, solitary","","piscivore, carnivore","oviparous","","Life habit data corrected back to Ernst and Barbour (1999), see also Rhodin et al., (1993).  Quit changing the turtle data.  JJH.\r\n\r\nlife habit and diet based on Uetz 2005; originally entered from Ernst and Barbour 1989 as brackish-freshwater piscivore-carnivore.","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7846,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"431",45565,"Oldman",461867,"occ",NA,"","Socognathus unicuspis","species",63174,"","Socognathus unicuspis",NA,"species",63174,"Middle Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Reptilia","Squamata","Chamopsiidae","Socognathus",NA,NA,1,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,7400,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"432",45565,"Oldman",464536,"occ",NA,"","Multituberculata indet.","order",39779,"","Multituberculata",NA,"order",39779,"Middle Campanian","",79.52,77.03,"Brinkman et al.",2004,11931,"Chordata","Mammalia","Multituberculata","","",NA,NA,3,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","arboreal","","herbivore","","","see also Simpson 1937 Bull USNM, who hypothesizes that multis were largely arboreal","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","D. B. Brinkman, A. P. Russell, and D. A. Eberth, J. Peng. 2004. Vertebrate palaeocommunities of the lower Judith River Group (Campanian) of southeastern Alberta, Canada, as interpreted from vertebrate microfossil assemblages. Palaeogeography, Palaeoclimatology, Palaeoecology 213:295-313",83.5,70.6,7932,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"433",45565,"Oldman",461873,"occ",20049,"","Crocodylia indet.","unranked clade",38309,"","Crocodylia",NA,"unranked clade",36582,"Middle Campanian","",79.52,77.03,"Alroy",2007,19636,"Chordata","Reptilia","Crocodylia","","",NA,NA,28,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","marine",NA,"actively mobile","","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Alroy. 2007. Synonymies and reidentifications of North American fossil vertebrates and so forth.",83.5,70.6,8073,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"434",45565,"Oldman",461861,"occ",NA,"","Albanerpeton sp.","genus",37345,"","Albanerpeton",NA,"genus",37345,"Middle Campanian","",79.52,77.03,"Peng et al.",2001,11964,"Chordata","Osteichthyes","Temnospondyli","Albanerpetontidae","Albanerpeton",NA,NA,6,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","brackish,freshwater,terrestrial",NA,"actively mobile","amphibious","","carnivore","","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","J. Peng, A. P. Russell, and D. B. Brinkman. 2001. Vertebrate microsite assemblages (exclusive of mammals) from the Foremost and Oldman Formations of the Judith River Group (Campanian) of southeastern Alberta: an illustrated guide. Provincial Museum of Alberta, Natural History Occasional Paper 25:1-54",83.5,70.6,8059,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
"435",45565,"Oldman",464535,"occ",NA,"","Eodelphis sp.","genus",40008,"","Eodelphis",NA,"genus",40008,"Middle Campanian","",79.52,77.03,"Brinkman et al.",2004,11931,"Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Eodelphis",NA,NA,1,"specimens",-110.938988,49.098022,"","Hoodoo Site, RTMP L1126",NA,"Ho S","CA","Alberta","","stated in text","6","small collection","LSD 4, Sec. 7, T2, R7, W4; Calib Coulee, Milk River drainage","gp_mid",-66.42,59.28,"101","CA","","Belly River","Lower","bed","","","","","",NA,"","lower unit of formation; 8.5 m above top of Taber Coal Zone","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","fine channel fill","","""it probably represents a complexly interbedded lateral accretion in a paleochannel succession.""","macrofossils,mesofossils","","","","","",NA,"","body","good","parautochthonous","","concentrate","concentrated","","","well","frequent","","","","paleoecologic","bulk,sieve,field collection","TMP","","","","","","","","terrestrial",NA,"actively mobile","","","carnivore, durophage","viviparous","","","phosphatic","","",NA,"Oldman","Belly River","Lower","""a 50 to 75 cm thick, silty sandstone body, which displays a complexly stratified, ripple laminated, and heterolithic succession. Above the host lithosome are abundant contorted heterolithic beds which contain organic and coaly debris.""","sandstone","current ripples","","silty","Y","","","","","","Campanian","-","Campanian","Campanian, Maastrichtian","Campanian, Maastrichtian","D. B. Brinkman, A. P. Russell, and D. A. Eberth, J. Peng. 2004. Vertebrate palaeocommunities of the lower Judith River Group (Campanian) of southeastern Alberta, Canada, as interpreted from vertebrate microfossil assemblages. Palaeogeography, Palaeoclimatology, Palaeoecology 213:295-313",83.5,70.6,7670,2,"SC.4",80.75,65.06,NA,-74.0689,56.0088,7891,1,-110.938988,49.098022,"Non-singleton"
