"","year","value","Data","group","rhat_threshold","lower95CI","upper95CI","new_bins","Target"
"22",3,0.5,"Naive occupancy","Naive",NA,NA,NA,69.75,"Hadrosauridae"
"23",2,0.714285714285714,"Naive occupancy","Naive",NA,NA,NA,74.95,"Hadrosauridae"
"24",1,0.575757575757576,"Naive occupancy","Naive",NA,NA,NA,80.75,"Hadrosauridae"
"25",1,0.263021296553739,"Mean detection (LL1)","occ.det",NA,0.202287506485545,0.32851640927984,80.75,"Hadrosauridae"
"26",2,0.30176949052569,"Mean detection (LL1)","occ.det",NA,0.271477462198273,0.333272007492364,74.95,"Hadrosauridae"
"27",3,0.196236634737551,"Mean detection (LL1)","occ.det",NA,0.145538551745267,0.25417275150539,69.75,"Hadrosauridae"
"28",4,0.0882996187002898,"Mean detection (LL1)","occ.det",NA,0.0578842003413154,0.125950594620417,66.75,"Hadrosauridae"
"29",1,0.501311864107931,"Mean detection (LL2)","occ.det",NA,0.407981138014239,0.592527390256858,80.75,"Hadrosauridae"
"30",2,0.550199761342405,"Mean detection (LL2)","occ.det",NA,0.487906572125341,0.610522640989494,74.95,"Hadrosauridae"
"31",3,0.407706644511807,"Mean detection (LL2)","occ.det",NA,0.316052008075291,0.502657951943691,69.75,"Hadrosauridae"
"32",4,0.214651571897489,"Mean detection (LL2)","occ.det",NA,0.146268035993858,0.295458806486864,66.75,"Hadrosauridae"
"33",1,0.826970683847763,"Mean detection (LL4)","occ.det",NA,0.757027592035174,0.884620475206043,80.75,"Hadrosauridae"
"34",2,0.85396535822933,"Mean detection (LL4)","occ.det",NA,0.804730984326489,0.896573503780492,74.95,"Hadrosauridae"
"35",3,0.765714253059504,"Mean detection (LL4)","occ.det",NA,0.675803980812046,0.841758082552794,69.75,"Hadrosauridae"
"36",4,0.564985998472889,"Mean detection (LL4)","occ.det",NA,0.454990407695497,0.671311947570091,66.75,"Hadrosauridae"
"37",1,0.977320558142771,"Mean occupancy","occ.det","Good (<1.1)",0.847826086956522,1,80.75,"Hadrosauridae"
"38",2,0.908931110502355,"Mean occupancy","occ.det","Good (<1.1)",0.760869565217391,0.978260869565217,74.95,"Hadrosauridae"
"39",3,0.976858555420759,"Mean occupancy","occ.det","Good (<1.1)",0.847826086956522,1,69.75,"Hadrosauridae"
"40",4,0.979123999356457,"Mean occupancy","occ.det","Good (<1.1)",0.847826086956522,1,66.75,"Hadrosauridae"
"41",4,0.557142857142857,"Naive occupancy","Naive",NA,NA,NA,66.75,"Ceratopsidae"
"42",3,0.394736842105263,"Naive occupancy","Naive",NA,NA,NA,69.75,"Ceratopsidae"
"43",2,0.448979591836735,"Naive occupancy","Naive",NA,NA,NA,74.95,"Ceratopsidae"
"44",1,0.242424242424242,"Naive occupancy","Naive",NA,NA,NA,80.75,"Ceratopsidae"
"45",1,0.185205151970193,"Mean detection (LL1)","occ.det",NA,0.131891781838053,0.247281064676521,80.75,"Ceratopsidae"
"46",2,0.107714136595196,"Mean detection (LL1)","occ.det",NA,0.0881080098592593,0.1293220208765,74.95,"Ceratopsidae"
"47",3,0.170528641181832,"Mean detection (LL1)","occ.det",NA,0.123130787551057,0.225640842933897,69.75,"Ceratopsidae"
"48",4,0.241625316496048,"Mean detection (LL1)","occ.det",NA,0.18412350655817,0.307561061831227,66.75,"Ceratopsidae"
"49",1,0.306560768221648,"Mean detection (LL2)","occ.det",NA,0.217819385080968,0.405781328051949,80.75,"Ceratopsidae"
"50",2,0.190778427055255,"Mean detection (LL2)","occ.det",NA,0.147960917904531,0.238386103785588,74.95,"Ceratopsidae"
"51",3,0.285746700836945,"Mean detection (LL2)","occ.det",NA,0.204870326751803,0.374711636529542,69.75,"Ceratopsidae"
"52",4,0.382346115774442,"Mean detection (LL2)","occ.det",NA,0.294453450951575,0.475678175746543,66.75,"Ceratopsidae"
"53",1,0.672697974866283,"Mean detection (LL4)","occ.det",NA,0.572339379927069,0.762604100009476,80.75,"Ceratopsidae"
"54",2,0.525688919134655,"Mean detection (LL4)","occ.det",NA,0.452200662697605,0.599559941307944,74.95,"Ceratopsidae"
"55",3,0.650635914723192,"Mean detection (LL4)","occ.det",NA,0.547311422405204,0.743228191425896,69.75,"Ceratopsidae"
"56",4,0.742916468669525,"Mean detection (LL4)","occ.det",NA,0.663058175063448,0.813518260932194,66.75,"Ceratopsidae"
"57",1,0.709003509046557,"Mean occupancy","occ.det","Good (<1.1)",0.41304347826087,0.934782608695652,80.75,"Ceratopsidae"
"58",2,0.879228140205325,"Mean occupancy","occ.det","Good (<1.1)",0.673913043478261,1,74.95,"Ceratopsidae"
"59",3,0.860544750127187,"Mean occupancy","occ.det","Good (<1.1)",0.543478260869565,1,69.75,"Ceratopsidae"
"60",4,0.929128782443462,"Mean occupancy","occ.det","Good (<1.1)",0.695652173913043,1,66.75,"Ceratopsidae"
"61",4,0.4,"Naive occupancy","Naive",NA,NA,NA,66.75,"Tyrannosauridae"
"62",3,0.289473684210526,"Naive occupancy","Naive",NA,NA,NA,69.75,"Tyrannosauridae"
"63",2,0.387755102040816,"Naive occupancy","Naive",NA,NA,NA,74.95,"Tyrannosauridae"
"64",1,0.545454545454545,"Naive occupancy","Naive",NA,NA,NA,80.75,"Tyrannosauridae"
"65",1,0.0971602200116072,"Mean detection (LL1)","occ.det",NA,0.0639770079466938,0.13787570903719,80.75,"Tyrannosauridae"
"66",2,0.0347024364642152,"Mean detection (LL1)","occ.det",NA,0.0250067958321702,0.0463907905188988,74.95,"Tyrannosauridae"
"67",3,0.0977958199786796,"Mean detection (LL1)","occ.det",NA,0.0597378470203448,0.148004747495962,69.75,"Tyrannosauridae"
"68",4,0.0882875461211257,"Mean detection (LL1)","occ.det",NA,0.057353285468614,0.12757718687686,66.75,"Tyrannosauridae"
"69",1,0.226941142973392,"Mean detection (LL2)","occ.det",NA,0.151201251813899,0.316829634953477,80.75,"Tyrannosauridae"
"70",2,0.0897788032532952,"Mean detection (LL2)","occ.det",NA,0.0615545023640768,0.123130126196083,74.95,"Tyrannosauridae"
"71",3,0.228026239961036,"Mean detection (LL2)","occ.det",NA,0.141962395047341,0.337866042283129,69.75,"Tyrannosauridae"
"72",4,0.208779771265741,"Mean detection (LL2)","occ.det",NA,0.139170987092834,0.292852851685245,66.75,"Tyrannosauridae"
"73",1,0.546258421200104,"Mean detection (LL4)","occ.det",NA,0.435951159079845,0.651978861721701,80.75,"Tyrannosauridae"
"74",2,0.289819117518282,"Mean detection (LL4)","occ.det",NA,0.225509307517364,0.358493149451489,74.95,"Tyrannosauridae"
"75",3,0.545963090693792,"Mean detection (LL4)","occ.det",NA,0.415016916329905,0.674383649588116,69.75,"Tyrannosauridae"
"76",4,0.519944259187591,"Mean detection (LL4)","occ.det",NA,0.411746719671096,0.628106301919339,66.75,"Tyrannosauridae"
"77",1,0.975062723663671,"Mean occupancy","occ.det","Good (<1.1)",0.847826086956522,1,80.75,"Tyrannosauridae"
"78",2,0.969958952416981,"Mean occupancy","occ.det","Good (<1.1)",0.826086956521739,1,74.95,"Tyrannosauridae"
"79",3,0.822494205942333,"Mean occupancy","occ.det","Good (<1.1)",0.5,1,69.75,"Tyrannosauridae"
"80",4,0.934792392282707,"Mean occupancy","occ.det","Good (<1.1)",0.673913043478261,1,66.75,"Tyrannosauridae"
