"","year","value","Data","group","rhat_threshold","lower95CI","upper95CI","new_bins","Target"
"17",1,0.802258350835084,"Mean occupancy","occ.det","Good (<1.1)",0.5625,1,80.75,"Ankylosauridae"
"18",2,0.815164849818315,"Mean occupancy","occ.det","Good (<1.1)",0.604166666666667,0.979166666666667,74.95,"Ankylosauridae"
"19",3,0.81091963363003,"Mean occupancy","occ.det","Good (<1.1)",0.583333333333333,1,69.75,"Ankylosauridae"
"20",4,0.802285436877021,"Mean occupancy","occ.det","Good (<1.1)",0.541666666666667,1,66.75,"Ankylosauridae"
"21",4,0.549295774647887,"Naive occupancy","Naive",NA,NA,NA,66.75,"Hadrosauridae"
"22",3,0.5,"Naive occupancy","Naive",NA,NA,NA,69.75,"Hadrosauridae"
"23",2,0.686274509803922,"Naive occupancy","Naive",NA,NA,NA,74.95,"Hadrosauridae"
"24",1,0.558823529411765,"Naive occupancy","Naive",NA,NA,NA,80.75,"Hadrosauridae"
"25",1,0.229348944853993,"Mean detection (LL1)","occ.det",NA,0.175223373072755,0.288231261302235,80.75,"Hadrosauridae"
"26",2,0.293476781164479,"Mean detection (LL1)","occ.det",NA,0.263176389319471,0.324027195936103,74.95,"Hadrosauridae"
"27",3,0.184272286492074,"Mean detection (LL1)","occ.det",NA,0.137686504994396,0.237688663897072,69.75,"Hadrosauridae"
"28",4,0.086848642137332,"Mean detection (LL1)","occ.det",NA,0.0627584747296041,0.115401546060395,66.75,"Hadrosauridae"
"29",1,0.448781898121238,"Mean detection (LL2)","occ.det",NA,0.360008399756547,0.538289020930186,80.75,"Hadrosauridae"
"30",2,0.532863680272083,"Mean detection (LL2)","occ.det",NA,0.471643330660345,0.592456326189362,74.95,"Hadrosauridae"
"31",3,0.382084761545129,"Mean detection (LL2)","occ.det",NA,0.296322932646504,0.470668852726171,69.75,"Hadrosauridae"
"32",4,0.206973211810077,"Mean detection (LL2)","occ.det",NA,0.153151662398112,0.268392190512358,66.75,"Hadrosauridae"
"33",1,0.723565728356698,"Mean detection (LL4)","occ.det",NA,0.642670420709044,0.795579794286083,80.75,"Hadrosauridae"
"34",2,0.78648275959642,"Mean detection (LL4)","occ.det",NA,0.734862198123832,0.833687911304217,74.95,"Hadrosauridae"
"35",3,0.66509673604868,"Mean detection (LL4)","occ.det",NA,0.569760372959576,0.749809248612651,69.75,"Hadrosauridae"
"36",4,0.456769541063428,"Mean detection (LL4)","occ.det",NA,0.37876373088938,0.536137806756168,66.75,"Hadrosauridae"
"37",1,0.931401473480681,"Mean occupancy","occ.det","Good (<1.1)",0.791666666666667,1,80.75,"Hadrosauridae"
"38",2,0.933913182984965,"Mean occupancy","occ.det","Good (<1.1)",0.833333333333333,0.979166666666667,74.95,"Hadrosauridae"
"39",3,0.961848268160149,"Mean occupancy","occ.det","Good (<1.1)",0.854166666666667,1,69.75,"Hadrosauridae"
"40",4,0.969178167816782,"Mean occupancy","occ.det","Good (<1.1)",0.875,1,66.75,"Hadrosauridae"
"41",4,0.549295774647887,"Naive occupancy","Naive",NA,NA,NA,66.75,"Ceratopsidae"
"42",3,0.394736842105263,"Naive occupancy","Naive",NA,NA,NA,69.75,"Ceratopsidae"
"43",2,0.431372549019608,"Naive occupancy","Naive",NA,NA,NA,74.95,"Ceratopsidae"
"44",1,0.235294117647059,"Naive occupancy","Naive",NA,NA,NA,80.75,"Ceratopsidae"
"45",1,0.170274185384723,"Mean detection (LL1)","occ.det",NA,0.124020374475221,0.22526895691564,80.75,"Ceratopsidae"
"46",2,0.11404969708565,"Mean detection (LL1)","occ.det",NA,0.0941621788406753,0.135482194351784,74.95,"Ceratopsidae"
"47",3,0.166619393203348,"Mean detection (LL1)","occ.det",NA,0.122506254776918,0.218126160245917,69.75,"Ceratopsidae"
"48",4,0.195303179859368,"Mean detection (LL1)","occ.det",NA,0.154051054298236,0.241990168579886,66.75,"Ceratopsidae"
"49",1,0.268708766107064,"Mean detection (LL2)","occ.det",NA,0.19308541185728,0.354126823325089,80.75,"Ceratopsidae"
"50",2,0.187827384325443,"Mean detection (LL2)","occ.det",NA,0.14572641168098,0.234150963342882,74.95,"Ceratopsidae"
"51",3,0.263662002044236,"Mean detection (LL2)","occ.det",NA,0.191754178341378,0.346657322429405,69.75,"Ceratopsidae"
"52",4,0.302929498600213,"Mean detection (LL2)","occ.det",NA,0.236188678213078,0.374374219964972,66.75,"Ceratopsidae"
"53",1,0.55398073329117,"Mean detection (LL4)","occ.det",NA,0.457954538859854,0.647715891321466,80.75,"Ceratopsidae"
"54",2,0.440407325390064,"Mean detection (LL4)","occ.det",NA,0.374834102583199,0.505882906691371,74.95,"Ceratopsidae"
"55",3,0.547738900574615,"Mean detection (LL4)","occ.det",NA,0.450475229317318,0.643496405640252,69.75,"Ceratopsidae"
"56",4,0.596107942174663,"Mean detection (LL4)","occ.det",NA,0.522592772950236,0.667119716195005,66.75,"Ceratopsidae"
"57",1,0.771228164483115,"Mean occupancy","occ.det","Good (<1.1)",0.479166666666667,0.916666666666667,80.75,"Ceratopsidae"
"58",2,0.833726080941427,"Mean occupancy","occ.det","Good (<1.1)",0.6875,0.979166666666667,74.95,"Ceratopsidae"
"59",3,0.832214471447145,"Mean occupancy","occ.det","Good (<1.1)",0.645833333333333,1,69.75,"Ceratopsidae"
"60",4,0.868580608060806,"Mean occupancy","occ.det","Good (<1.1)",0.708333333333333,1,66.75,"Ceratopsidae"
"61",4,0.394366197183099,"Naive occupancy","Naive",NA,NA,NA,66.75,"Tyrannosauridae"
"62",3,0.289473684210526,"Naive occupancy","Naive",NA,NA,NA,69.75,"Tyrannosauridae"
"63",2,0.372549019607843,"Naive occupancy","Naive",NA,NA,NA,74.95,"Tyrannosauridae"
"64",1,0.529411764705882,"Naive occupancy","Naive",NA,NA,NA,80.75,"Tyrannosauridae"
"65",1,0.0790642472669485,"Mean detection (LL1)","occ.det",NA,0.0522832522335743,0.112514351514638,80.75,"Tyrannosauridae"
"66",2,0.0357749785933996,"Mean detection (LL1)","occ.det",NA,0.0259880765283627,0.0474336819370853,74.95,"Tyrannosauridae"
"67",3,0.0768988555299399,"Mean detection (LL1)","occ.det",NA,0.0496907139483201,0.112119599134121,69.75,"Tyrannosauridae"
"68",4,0.0588570644944416,"Mean detection (LL1)","occ.det",NA,0.0398875182544294,0.0821372150539019,66.75,"Tyrannosauridae"
"69",1,0.18485919148867,"Mean detection (LL2)","occ.det",NA,0.12240828329708,0.258659357359573,80.75,"Tyrannosauridae"
"70",2,0.0896626952524415,"Mean detection (LL2)","occ.det",NA,0.0623983496975144,0.122608121787134,74.95,"Tyrannosauridae"
"71",3,0.180410198686648,"Mean detection (LL2)","occ.det",NA,0.115849150142755,0.258966171864787,69.75,"Tyrannosauridae"
"72",4,0.141877116789848,"Mean detection (LL2)","occ.det",NA,0.0968371710794824,0.196370585099261,66.75,"Tyrannosauridae"
"73",1,0.433307575204513,"Mean detection (LL4)","occ.det",NA,0.334424336377869,0.533615333399622,80.75,"Tyrannosauridae"
"74",2,0.250390963849846,"Mean detection (LL4)","occ.det",NA,0.195273990859868,0.311577586900545,74.95,"Tyrannosauridae"
"75",3,0.425677061976022,"Mean detection (LL4)","occ.det",NA,0.319288620898018,0.539573904965233,69.75,"Tyrannosauridae"
"76",4,0.358564567887865,"Mean detection (LL4)","occ.det",NA,0.284134663799792,0.436257608078746,66.75,"Tyrannosauridae"
"77",1,0.997663307997466,"Mean occupancy","occ.det","Bad (>1.1)",0.958333333333333,1,80.75,"Tyrannosauridae"
"78",2,0.997802905290529,"Mean occupancy","occ.det","Bad (>1.1)",0.958333333333333,1,74.95,"Tyrannosauridae"
"79",3,0.995890214021402,"Mean occupancy","occ.det","Bad (>1.1)",0.9375,1,69.75,"Tyrannosauridae"
"80",4,0.99746432976631,"Mean occupancy","occ.det","Bad (>1.1)",0.958333333333333,1,66.75,"Tyrannosauridae"
