"","year","value","Data","group","rhat_threshold","lower95CI","upper95CI","new_bins","Target"
"23",2,0.641975308641975,"Naive occupancy","Naive",NA,NA,NA,74.95,"Hadrosauridae"
"24",1,0.571428571428571,"Naive occupancy","Naive",NA,NA,NA,80.75,"Hadrosauridae"
"25",1,0.202017277581325,"Mean detection (LL1)","occ.det",NA,0.145607642449208,0.26696402764914,80.75,"Hadrosauridae"
"26",2,0.299470356266298,"Mean detection (LL1)","occ.det",NA,0.267328875614156,0.332369993634967,74.95,"Hadrosauridae"
"27",3,0.198869952442561,"Mean detection (LL1)","occ.det",NA,0.144528653968562,0.260866131912018,69.75,"Hadrosauridae"
"28",4,0.0952581165244592,"Mean detection (LL1)","occ.det",NA,0.064787926577291,0.132108047915161,66.75,"Hadrosauridae"
"29",1,0.401898179694161,"Mean detection (LL2)","occ.det",NA,0.300657214625268,0.509309891058568,80.75,"Hadrosauridae"
"30",2,0.532680646083154,"Mean detection (LL2)","occ.det",NA,0.46807235866961,0.596896402474,74.95,"Hadrosauridae"
"31",3,0.397261356144861,"Mean detection (LL2)","occ.det",NA,0.30133578666394,0.496553071466876,69.75,"Hadrosauridae"
"32",4,0.218846856549342,"Mean detection (LL2)","occ.det",NA,0.153241012562156,0.292646451921542,66.75,"Hadrosauridae"
"33",1,0.706290002034721,"Mean detection (LL4)","occ.det",NA,0.608136840644926,0.793600165697555,80.75,"Hadrosauridae"
"34",2,0.804305085745315,"Mean detection (LL4)","occ.det",NA,0.75000482466462,0.852936629329065,74.95,"Hadrosauridae"
"35",3,0.702334810304582,"Mean detection (LL4)","occ.det",NA,0.603985768123705,0.79065029497875,69.75,"Hadrosauridae"
"36",4,0.501426668126038,"Mean detection (LL4)","occ.det",NA,0.404671906265786,0.597402078137105,66.75,"Hadrosauridae"
"37",1,0.925449441495874,"Mean occupancy","occ.det","Good (<1.1)",0.757313792351389,1,80.75,"Hadrosauridae"
"38",2,0.869905093957672,"Mean occupancy","occ.det","Good (<1.1)",0.724137931034483,0.982758620689655,74.95,"Hadrosauridae"
"39",3,0.955458476882171,"Mean occupancy","occ.det","Good (<1.1)",0.793103448275862,1,69.75,"Hadrosauridae"
"40",4,0.951958126847168,"Mean occupancy","occ.det","Good (<1.1)",0.758620689655172,1,66.75,"Hadrosauridae"
"41",4,0.530973451327434,"Naive occupancy","Naive",NA,NA,NA,66.75,"Ceratopsidae"
"42",3,0.345454545454545,"Naive occupancy","Naive",NA,NA,NA,69.75,"Ceratopsidae"
"43",2,0.419753086419753,"Naive occupancy","Naive",NA,NA,NA,74.95,"Ceratopsidae"
"44",1,0.232142857142857,"Naive occupancy","Naive",NA,NA,NA,80.75,"Ceratopsidae"
"45",1,0.196245827095693,"Mean detection (LL1)","occ.det",NA,0.140416593684512,0.262136473321957,80.75,"Ceratopsidae"
"46",2,0.115003239820711,"Mean detection (LL1)","occ.det",NA,0.0948143958933613,0.13743153967527,74.95,"Ceratopsidae"
"47",3,0.183935764539907,"Mean detection (LL1)","occ.det",NA,0.130532253595502,0.248295809597537,69.75,"Ceratopsidae"
"48",4,0.227530482100427,"Mean detection (LL1)","occ.det",NA,0.173599922880137,0.287175317490004,66.75,"Ceratopsidae"
"49",1,0.303605764738758,"Mean detection (LL2)","occ.det",NA,0.214659625190186,0.40351087538278,80.75,"Ceratopsidae"
"50",2,0.189016893565396,"Mean detection (LL2)","occ.det",NA,0.144611173405028,0.237173960652767,74.95,"Ceratopsidae"
"51",3,0.286936231882336,"Mean detection (LL2)","occ.det",NA,0.200991820900752,0.383987574872444,69.75,"Ceratopsidae"
"52",4,0.344579946094506,"Mean detection (LL2)","occ.det",NA,0.261869815594266,0.432529064212425,66.75,"Ceratopsidae"
"53",1,0.619784842215979,"Mean detection (LL4)","occ.det",NA,0.514745195441468,0.716810024478999,80.75,"Ceratopsidae"
"54",2,0.467986385518583,"Mean detection (LL4)","occ.det",NA,0.397275594727099,0.540665542186243,74.95,"Ceratopsidae"
"55",3,0.600546298429251,"Mean detection (LL4)","occ.det",NA,0.488610868503179,0.707513986592208,69.75,"Ceratopsidae"
"56",4,0.66384553894454,"Mean detection (LL4)","occ.det",NA,0.579496824384879,0.742058344017624,66.75,"Ceratopsidae"
"57",1,0.817844715506033,"Mean occupancy","occ.det","Good (<1.1)",0.568965517241379,0.96551724137931,80.75,"Ceratopsidae"
"58",2,0.930719796117543,"Mean occupancy","occ.det","Good (<1.1)",0.793103448275862,1,74.95,"Ceratopsidae"
"59",3,0.781435902210911,"Mean occupancy","occ.det","Good (<1.1)",0.46551724137931,1,69.75,"Ceratopsidae"
"60",4,0.907900272785899,"Mean occupancy","occ.det","Good (<1.1)",0.689655172413793,1,66.75,"Ceratopsidae"
"61",4,0.345132743362832,"Naive occupancy","Naive",NA,NA,NA,66.75,"Tyrannosauridae"
"62",3,0.236363636363636,"Naive occupancy","Naive",NA,NA,NA,69.75,"Tyrannosauridae"
"63",2,0.308641975308642,"Naive occupancy","Naive",NA,NA,NA,74.95,"Tyrannosauridae"
"64",1,0.410714285714286,"Naive occupancy","Naive",NA,NA,NA,80.75,"Tyrannosauridae"
"65",1,0.104153685359733,"Mean detection (LL1)","occ.det",NA,0.0624517407335903,0.159463057141172,80.75,"Tyrannosauridae"
"66",2,0.0376466972255059,"Mean detection (LL1)","occ.det",NA,0.0262723762949091,0.0512678103526206,74.95,"Tyrannosauridae"
"67",3,0.0717149652187299,"Mean detection (LL1)","occ.det",NA,0.0411194596630892,0.116142764905242,69.75,"Tyrannosauridae"
"68",4,0.0705037907055651,"Mean detection (LL1)","occ.det",NA,0.044813118588172,0.102993930995808,66.75,"Tyrannosauridae"
"69",1,0.233965874676111,"Mean detection (LL2)","occ.det",NA,0.139318102181256,0.350043867949905,80.75,"Tyrannosauridae"
"70",2,0.0937949444858939,"Mean detection (LL2)","occ.det",NA,0.0619251013835039,0.132095024225728,74.95,"Tyrannosauridae"
"71",3,0.168939353602139,"Mean detection (LL2)","occ.det",NA,0.096184359336512,0.269856628661355,69.75,"Tyrannosauridae"
"72",4,0.166308775213568,"Mean detection (LL2)","occ.det",NA,0.106549464127354,0.238572061015844,66.75,"Tyrannosauridae"
"73",1,0.50146756426731,"Mean detection (LL4)","occ.det",NA,0.368988682090903,0.635445601431382,80.75,"Tyrannosauridae"
"74",2,0.256825332870512,"Mean detection (LL4)","occ.det",NA,0.19567624137156,0.324639650357752,74.95,"Tyrannosauridae"
"75",3,0.400934206401288,"Mean detection (LL4)","occ.det",NA,0.273659668789913,0.542211097493154,69.75,"Tyrannosauridae"
"76",4,0.398629995982642,"Mean detection (LL4)","occ.det",NA,0.304177962580837,0.498544138462679,66.75,"Tyrannosauridae"
"77",1,0.841320338930445,"Mean occupancy","occ.det","Good (<1.1)",0.586206896551724,1,80.75,"Tyrannosauridae"
"78",2,0.905856965006845,"Mean occupancy","occ.det","Good (<1.1)",0.672413793103448,1,74.95,"Tyrannosauridae"
"79",3,0.855410541054105,"Mean occupancy","occ.det","Good (<1.1)",0.5,1,69.75,"Tyrannosauridae"
"80",4,0.931404347331285,"Mean occupancy","occ.det","Good (<1.1)",0.672413793103448,1,66.75,"Tyrannosauridae"
