"","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10"
"197154",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"197155",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"197157",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197965",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197981",1,0,0,0,1,NA,NA,NA,NA,NA
"197982",1,1,1,NA,NA,NA,NA,NA,NA,NA
"197983",1,1,1,1,NA,NA,NA,NA,NA,NA
"197984",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197986",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198811",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198812",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198813",1,1,0,1,1,NA,NA,NA,NA,NA
"198814",1,1,0,1,0,1,0,NA,NA,NA
"198816",0,1,0,0,NA,NA,NA,NA,NA,NA
"198817",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198826",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199623",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199624",0,0,0,0,0,1,0,1,1,0
"199641",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199644",0,0,0,1,NA,NA,NA,NA,NA,NA
"199645",0,0,0,0,0,0,0,1,0,0
"199646",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201283",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202103",1,0,0,0,0,0,NA,NA,NA,NA
"202111",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202117",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202144",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"202971",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202972",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202973",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202974",0,0,0,NA,NA,NA,NA,NA,NA,NA
"202992",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202993",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"203773",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203774",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203775",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"203776",0,0,0,0,0,NA,NA,NA,NA,NA
"203780",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203832",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204604",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204607",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207091",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207118",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207928",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207954",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208754",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208755",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208756",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208758",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208759",0,0,0,0,0,NA,NA,NA,NA,NA
"208777",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208785",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208791",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209585",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209587",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209588",0,0,0,0,0,0,0,0,0,0
"209604",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209614",0,1,0,1,NA,NA,NA,NA,NA,NA
"209615",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209617",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209621",0,0,0,0,1,0,0,0,NA,NA
"209644",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210415",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"210472",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211276",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212934",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213778",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217930",0,1,1,NA,NA,NA,NA,NA,NA,NA
"220402",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220404",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220406",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"220408",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"221238",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222065",0,0,0,NA,NA,NA,NA,NA,NA,NA
"222067",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"222071",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223729",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223730",0,0,0,NA,NA,NA,NA,NA,NA,NA
"224541",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225364",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227033",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227926",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229590",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239513",0,0,0,0,0,0,0,0,0,0
"241171",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241996",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243647",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246990",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247854",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254286",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258589",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259418",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259419",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259421",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259422",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260248",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"260250",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260253",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"261078",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268558",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271037",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271882",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273532",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"274369",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274371",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"274700",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274701",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275174",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276002",0,0,0,NA,NA,NA,NA,NA,NA,NA
"276831",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"279319",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281823",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282671",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290110",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"290111",0,0,0,0,0,0,0,0,0,0
"291766",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291768",0,0,0,NA,NA,NA,NA,NA,NA,NA
"291777",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291780",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292593",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292594",0,0,0,0,0,0,0,0,0,0
"292596",0,0,0,0,0,0,0,0,0,0
"293419",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293420",0,0,0,0,0,NA,NA,NA,NA,NA
"293422",0,1,0,0,1,0,0,0,NA,NA
"293423",0,0,0,0,NA,NA,NA,NA,NA,NA
"293426",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294242",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"294248",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294251",0,0,0,0,0,0,NA,NA,NA,NA
"294253",1,0,0,0,1,1,1,0,NA,NA
"294254",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294257",0,0,0,0,0,NA,NA,NA,NA,NA
"295079",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295082",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295083",0,0,0,0,0,0,0,0,0,1
"295084",1,1,0,1,NA,NA,NA,NA,NA,NA
"295085",0,0,0,0,0,NA,NA,NA,NA,NA
"295087",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"295089",0,0,0,NA,NA,NA,NA,NA,NA,NA
"295906",0,0,0,0,0,0,0,0,0,0
"296732",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"296742",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296745",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297574",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297577",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299269",0,0,0,NA,NA,NA,NA,NA,NA,NA
"300103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300926",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300928",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"301756",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"302585",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302586",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302587",0,0,0,1,0,0,1,0,0,0
"303415",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"303416",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"303417",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"303418",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303420",0,0,0,0,0,0,0,NA,NA,NA
"304245",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"304248",0,0,0,0,0,NA,NA,NA,NA,NA
"304249",0,0,0,0,0,0,0,0,0,0
"304250",0,0,0,1,0,0,0,0,0,0
"305075",0,0,0,0,0,0,0,0,0,0
"305076",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305078",0,0,0,0,0,1,0,0,0,0
"305079",0,0,0,0,0,0,0,0,0,0
"305080",0,0,0,0,0,0,0,0,0,0
"305081",0,0,0,0,0,0,NA,NA,NA,NA
"305082",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"305104",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305908",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305909",0,0,0,0,NA,NA,NA,NA,NA,NA
"305910",0,0,0,0,0,0,NA,NA,NA,NA
"305911",0,0,0,0,1,0,0,1,0,0
"305912",0,0,0,1,0,0,0,0,0,0
"305913",0,0,0,0,0,0,0,0,0,0
"306739",0,0,0,NA,NA,NA,NA,NA,NA,NA
"306740",0,0,1,0,1,NA,NA,NA,NA,NA
"306741",0,0,0,0,0,0,0,0,0,0
"306742",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306743",0,0,0,0,0,0,0,0,0,NA
"306744",0,0,0,NA,NA,NA,NA,NA,NA,NA
"307571",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307575",0,0,0,0,0,0,0,0,0,0
"307576",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"307577",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"307578",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"307581",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307585",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308406",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309239",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"310072",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311714",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311715",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311724",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312544",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312561",0,0,0,0,0,NA,NA,NA,NA,NA
"318654",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"321874",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321963",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"338249",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340766",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341596",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359904",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360741",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361567",0,0,0,NA,NA,NA,NA,NA,NA,NA
"361569",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361570",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"362395",0,0,0,0,NA,NA,NA,NA,NA,NA
"362396",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362398",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363224",0,0,0,1,0,0,0,0,0,0
"363225",0,0,0,0,1,0,1,0,0,0
"363228",0,1,1,NA,NA,NA,NA,NA,NA,NA
"363229",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363230",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"364057",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364058",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364059",0,0,0,1,0,1,0,0,0,1
"364060",0,0,0,NA,NA,NA,NA,NA,NA,NA
"364888",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364889",0,0,0,0,NA,NA,NA,NA,NA,NA
