"","y.1","y.2","y.3","y.4","y.5"
"301756",0,0,NA,NA,NA
"302585",0,NA,NA,NA,NA
"302586",0,NA,NA,NA,NA
"302587",0,0,0,0,0
"303415",0,0,NA,NA,NA
"303416",0,0,NA,NA,NA
"303417",0,0,NA,NA,NA
"303418",0,NA,NA,NA,NA
"303420",0,0,0,0,0
"304245",0,0,NA,NA,NA
"304248",0,0,0,0,0
"304249",0,0,0,0,0
"304250",0,0,0,0,0
"305075",0,0,0,0,0
"305076",0,NA,NA,NA,NA
"305078",0,0,0,0,0
"305079",0,0,0,0,0
"305080",0,0,0,0,0
"305081",0,0,0,0,0
"305082",0,0,NA,NA,NA
"305104",0,NA,NA,NA,NA
"305908",0,NA,NA,NA,NA
"305909",0,0,0,0,NA
"305910",0,0,0,0,0
"305911",0,0,0,0,0
"305912",0,0,0,0,0
"305913",0,0,0,0,0
"306739",0,1,0,NA,NA
"306740",1,0,0,0,0
"306741",0,0,0,0,0
"306742",0,NA,NA,NA,NA
"306743",0,0,0,0,0
"306744",1,0,0,NA,NA
"307571",0,NA,NA,NA,NA
"307575",0,0,0,0,0
"307576",0,0,NA,NA,NA
"307577",0,0,NA,NA,NA
"307578",0,0,NA,NA,NA
"307581",0,NA,NA,NA,NA
"307585",0,NA,NA,NA,NA
"308406",0,NA,NA,NA,NA
"309239",0,0,NA,NA,NA
"310072",0,NA,NA,NA,NA
"311714",0,NA,NA,NA,NA
"311715",0,NA,NA,NA,NA
"311724",0,NA,NA,NA,NA
"312544",1,NA,NA,NA,NA
"312561",0,0,0,0,1
"318654",0,0,NA,NA,NA
"321874",0,NA,NA,NA,NA
"321963",0,0,NA,NA,NA
"338249",0,NA,NA,NA,NA
"340766",1,NA,NA,NA,NA
"341596",1,NA,NA,NA,NA
"359904",0,NA,NA,NA,NA
"360741",0,NA,NA,NA,NA
"361567",0,0,0,NA,NA
"361569",0,NA,NA,NA,NA
"361570",0,0,NA,NA,NA
"362395",1,0,0,0,NA
"362396",0,NA,NA,NA,NA
"362398",0,NA,NA,NA,NA
"363224",1,1,0,1,1
"363225",0,0,1,1,1
"363228",0,0,0,NA,NA
"363229",1,NA,NA,NA,NA
"363230",0,0,NA,NA,NA
"364057",0,NA,NA,NA,NA
"364058",0,NA,NA,NA,NA
"364059",0,0,0,1,1
"364060",0,0,0,NA,NA
"364888",0,NA,NA,NA,NA
"364889",0,0,0,0,NA
