"","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10"
"281823",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282671",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290110",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"290111",1,0,0,1,1,1,0,0,0,1
"290921",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290923",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291766",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291768",0,0,0,NA,NA,NA,NA,NA,NA,NA
"291777",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291780",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292581",0,0,0,NA,NA,NA,NA,NA,NA,NA
"292593",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292594",0,0,0,0,0,0,0,0,0,0
"292596",0,0,0,0,0,0,0,0,0,0
"293419",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293420",0,0,0,0,0,NA,NA,NA,NA,NA
"293422",1,1,0,0,0,0,0,0,NA,NA
"293423",1,1,0,0,NA,NA,NA,NA,NA,NA
"293426",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294242",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"294248",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294251",0,0,0,0,0,1,NA,NA,NA,NA
"294253",0,0,1,0,0,0,0,1,NA,NA
"294254",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294257",0,0,0,0,0,NA,NA,NA,NA,NA
"295066",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"295079",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295082",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295083",0,0,0,0,0,0,0,0,0,0
"295084",0,0,0,0,NA,NA,NA,NA,NA,NA
"295085",1,1,0,0,1,NA,NA,NA,NA,NA
"295087",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"295089",0,0,0,NA,NA,NA,NA,NA,NA,NA
"295906",0,0,0,0,0,0,0,0,0,0
"296723",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296732",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"296742",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296745",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297574",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297577",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299269",0,0,0,NA,NA,NA,NA,NA,NA,NA
"300103",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300926",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300928",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"301756",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"302585",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302586",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302587",0,0,1,0,1,0,0,0,0,0
"303415",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"303416",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"303417",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"303418",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303420",1,1,0,0,0,0,1,NA,NA,NA
"304245",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"304248",1,0,0,1,1,NA,NA,NA,NA,NA
"304249",0,1,0,0,0,1,0,1,1,1
"304250",1,1,0,0,1,1,0,1,0,0
"305075",0,0,0,0,0,0,0,0,1,0
"305076",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305078",1,0,0,0,1,0,1,0,1,0
"305079",0,1,0,1,1,0,1,1,0,1
"305080",1,1,0,1,0,0,1,0,1,1
"305081",0,1,0,0,1,0,NA,NA,NA,NA
"305082",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"305104",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305908",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305909",1,0,1,1,NA,NA,NA,NA,NA,NA
"305910",1,1,1,0,0,0,NA,NA,NA,NA
"305911",0,0,0,0,1,0,0,0,1,0
"305912",0,1,0,1,0,1,1,1,1,0
"305913",0,0,1,0,1,0,0,0,0,0
"306739",0,0,1,NA,NA,NA,NA,NA,NA,NA
"306740",0,0,0,0,0,NA,NA,NA,NA,NA
"306741",0,1,0,0,1,1,0,1,0,1
"306742",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306743",0,1,0,1,0,1,0,1,1,NA
"306744",0,1,1,NA,NA,NA,NA,NA,NA,NA
"307571",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307575",0,0,0,0,0,0,0,0,0,0
"307576",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"307577",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"307578",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"307581",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307585",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308406",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309239",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"310072",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311714",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311715",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311724",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312544",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312561",1,1,1,0,0,NA,NA,NA,NA,NA
"328479",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338249",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
