"","collection_no","formation","occurrence_no","record_type","reid_no","flags","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc2","protected","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","formation3","stratgroup4","member5","lithdescript6","lithology17","lithadj18","lithification19","minor_lithology110","fossilsfrom111","lithology212","lithadj213","lithification214","minor_lithology215","fossilsfrom216","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","old_max_ma","old_min_ma","id","n_bins","bin_assignment","bin_midpoint","overlap_percentage","Target","plng","plat","cells","layer","data.lng","data.lat","Coll_count"
"102",45719,"North Horn",463310,"occ",NA,"","Ceratopsia indet.","unranked clade",38842,"","Ceratopsia",NA,"unranked clade",38842,"Late Maastrichtian","",70,67.5,"Gilmore",1946,12090,"Chordata","Ornithischia","","","",NA,NA,1,"individuals",-111.254303,39.2281,"possibly new taxon; USNM 16577","west side, North Horn Mountain",NA,"1937 Smithsonian Paleontological Expedition, USNM 15583","US","Utah","Emery","estimated from map","4","small collection","far W side of North Horn Mtn, Emery Co., UT","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","bed","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","medium","","snapshot","","dispersed","","","","","","","","taxonomic","selective quarrying,mechanical,field collection","USNM","","","","Pearce","1937","","","terrestrial",NA,"actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1946. Reptilian fauna of the North Horn Formation of central Utah. United States Department of the Interior Geological Survey Professional Paper 210-C:29-53",70.6,66,7135,1,"SC.2",69.75,100,NA,-88.1065,47.4557,11210,1,-111.254303,39.2281,"Non-singleton"
"103",45720,"North Horn",463302,"occ",25852,"","Hadrosauridae indet.","family",38755,"","Hadrosauridae",NA,"family",38755,"Late Maastrichtian","",70,67.5,"Gilmore",1946,12090,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","",NA,NA,1,"specimens",-111.254303,39.2136,"","hadrosaur, North Horn Mountain",NA,"1939 Smithsonian Expedition, USNM 16318","US","Utah","Emery","stated in text","4","small collection","North Horn Mtn, Emery Co., UT","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","bed","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","good","","snapshot","","dispersed","","","","","","","","general faunal/floral","selective quarrying,mechanical,field collection","USNM","","","","C. L. Gazin","1939","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1946. Reptilian fauna of the North Horn Formation of central Utah. United States Department of the Interior Geological Survey Professional Paper 210-C:29-53",70.6,66,7167,1,"SC.2",69.75,100,"Hadrosauridae",-88.1115,47.4416,11210,1,-111.254303,39.2136,"Non-singleton"
"104",45721,"North Horn",1097032,"occ",NA,"F","Spongioolithus hirschi","species",65568,"","Spongioolithus hirschi",NA,"species",65568,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Spongioolithus",NA,NA,NA,"",-111.273102,39.170101,"HEC 80","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7166,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"105",45721,"North Horn",1097026,"occ",NA,"F","Spheruprismatoolithus condensis","species",65564,"species not entered","Spheruprismatoolithus",NA,"genus",65564,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Reptilia","NO_ORDER_SPECIFIED","Prismatoolithidae","Spheruprismatoolithus",NA,NA,NA,"",-111.273102,39.170101,"HEC 832-1,2,3","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7163,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"106",45721,"North Horn",463305,"occ",NA,"","n. gen. Paraglyphanodon n. sp. utahensis","species",67908,"","Paraglyphanodon utahensis",NA,"species",67908,"Late Maastrichtian","",70,67.5,"Gilmore",1940,14587,"Chordata","Reptilia","Squamata","Polyglyphanodontidae","Paraglyphanodon",NA,NA,1,"individuals",-111.273102,39.170101,"USNM 15668","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1940. New fossil lizards from the Upper Cretaceous of Utah. Smithsonian Miscellaneous Collections 99(16):1-3",70.6,66,7160,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"107",45721,"North Horn",1097043,"occ",NA,"F","Spheroolithus indet.","genus",67290,"","Spheroolithus",NA,"genus",67290,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Spheroolithus",NA,NA,NA,"",-111.273102,39.170101,"UCM 73462, HEC 830-1,2, consisting of 3 fragments","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7131,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"108",45721,"North Horn",528619,"occ",NA,"","Paraglyphanodon n. sp. gazini","species",67910,"","Paraglyphanodon gazini",NA,"species",67910,"Late Maastrichtian","",70,67.5,"Gilmore",1943,14589,"Chordata","Reptilia","Squamata","Polyglyphanodontidae","Paraglyphanodon",NA,NA,1,"individuals",-111.273102,39.170101,"USNM 16580","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1943. Osteology of Upper Cretaceous lizards from Utah, with a description of a new species. Proceedings of the United States National Museum 93(3163):209-214",70.6,66,7183,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"109",45721,"North Horn",528629,"occ",NA,"","n. gen. Pinacosuchus n. sp. mantiensis","species",67912,"","Pinacosuchus mantiensis",NA,"species",67912,"Late Maastrichtian","",70,67.5,"Gilmore",1942,14590,"Chordata","Reptilia","Crocodylia","NO_FAMILY_SPECIFIED","Pinacosuchus",NA,NA,1,"individuals",-111.273102,39.170101,"USNM 16592","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","marine",NA,"actively mobile","","","carnivore","","","","phosphatic","","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1942. A new fossil reptile from the Upper Cretaceous of Utah. Proceedings of the United States National Museum 93(3158):109-114",70.6,66,7141,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"110",45721,"North Horn",1097042,"occ",NA,"F","Spheroolithus sp.","genus",67290,"","Spheroolithus",NA,"genus",67290,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Spheroolithus",NA,NA,NA,"",-111.273102,39.170101,"UCM 73461, HEC 760 consisting of more than 17 fragments.","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7164,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"111",45721,"North Horn",463303,"occ",NA,"","Alamosaurus sanjuanensis","species",63399,"","Alamosaurus sanjuanensis",NA,"species",63399,"Late Maastrichtian","",70,67.5,"Gilmore",1946,12090,"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alamosaurus",NA,NA,1,"individuals",-111.273102,39.170101,"","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","thick",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1946. Reptilian fauna of the North Horn Formation of central Utah. United States Department of the Interior Geological Survey Professional Paper 210-C:29-53",70.6,66,7148,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"112",45721,"North Horn",463304,"occ",25851,"","n. gen. Polyglyphanodon n. sp. sternbergi","species",67907,"","Polyglyphanodon sternbergi",NA,"species",67907,"Late Maastrichtian","",70,67.5,"Gilmore",1940,14587,"Chordata","Reptilia","Squamata","Polyglyphanodontidae","Polyglyphanodon",NA,NA,50,"individuals",-111.273102,39.170101,"""small lizard""","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","herbivore","","","","phosphatic","","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1940. New fossil lizards from the Upper Cretaceous of Utah. Smithsonian Miscellaneous Collections 99(16):1-3",70.6,66,7143,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"113",45721,"North Horn",1097028,"occ",NA,"F","Prismatoolithus jenseni","species",65563,"","Prismatoolithus jenseni",NA,"species",65563,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Reptilia","NO_ORDER_SPECIFIED","Prismatoolithidae","Prismatoolithus",NA,NA,NA,"",-111.273102,39.170101,"HEC 761; HEC 829-1, 2, 3; HEC 831-1","South Dragon Canyon, ""lizard locality""",NA,"1937 Smithsonian Paleontological Expedition, CM Loc. 3022","US","Utah","Emery","stated in text","4","small collection","S 1/2, Sec 17, T19S, R6E; South Dragon Valley","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","group of beds","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","autochthonous","","","concentrated","life position","abundant","","","","","","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","USNM","","","","C. W. Gilmore, C. L. Gazin","1937-1940","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7179,1,"SC.2",69.75,100,NA,-88.1474,47.4027,11210,1,-111.273102,39.170101,"Non-singleton"
"114",45722,"North Horn",463306,"occ",NA,"","Alamosaurus sanjuanensis","species",63399,"","Alamosaurus sanjuanensis",NA,"species",63399,"Late Maastrichtian","",70,67.5,"Gilmore",1946,12090,"Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alamosaurus",NA,NA,1,"specimens",-111.308701,39.183102,"","Alamosaurus locality, South Dragon Valley",NA,"1939 Smithsonian Expedition, North Horn Mountain, Sauropod Locality","US","Utah","Emery","stated in text","4","small collection","South Dragon Valley, North Horn Mtn, Emery Co., UT; NE 1/4, Sec 12, T19S, R5E","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","bed","","","","","",NA,"","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","medium","","snapshot","","dispersed","","","","","","","","general faunal/floral","selective quarrying,mechanical,field collection","USNM","","","","C. Gilmore","1939","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","thick",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. W. Gilmore. 1946. Reptilian fauna of the North Horn Formation of central Utah. United States Department of the Interior Geological Survey Professional Paper 210-C:29-53",70.6,66,7137,1,"SC.2",69.75,100,NA,-88.1826,47.4217,11210,1,-111.308701,39.183102,"Non-singleton"
"115",45722,"North Horn",1097027,"occ",NA,"F","Prismatoolithus n. sp. jenseni","species",65563,"","Prismatoolithus jenseni",NA,"species",65563,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Reptilia","NO_ORDER_SPECIFIED","Prismatoolithidae","Prismatoolithus",NA,NA,NA,"",-111.308701,39.183102,"BYU 9481, UCM 73464, HEC 437, HEC 767-4,5; eggs and eggshels","Alamosaurus locality, South Dragon Valley",NA,"1939 Smithsonian Expedition, North Horn Mountain, Sauropod Locality","US","Utah","Emery","stated in text","4","small collection","South Dragon Valley, North Horn Mtn, Emery Co., UT; NE 1/4, Sec 12, T19S, R5E","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","bed","","","","","",NA,"","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","medium","","snapshot","","dispersed","","","","","","","","general faunal/floral","selective quarrying,mechanical,field collection","USNM","","","","C. Gilmore","1939","","","terrestrial",NA,"actively mobile","","","","","","","phosphatic","","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7177,1,"SC.2",69.75,100,NA,-88.1826,47.4217,11210,1,-111.308701,39.183102,"Non-singleton"
"116",45722,"North Horn",1097030,"occ",NA,"F","Spongioolithus hirschi","species",65568,"","Spongioolithus hirschi",NA,"species",65568,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Spongioolithus",NA,NA,NA,"",-111.308701,39.183102,"HEC 762-1, 13 fragments; HEC 763, 6 fragments","Alamosaurus locality, South Dragon Valley",NA,"1939 Smithsonian Expedition, North Horn Mountain, Sauropod Locality","US","Utah","Emery","stated in text","4","small collection","South Dragon Valley, North Horn Mtn, Emery Co., UT; NE 1/4, Sec 12, T19S, R5E","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","bed","","","","","",NA,"","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","medium","","snapshot","","dispersed","","","","","","","","general faunal/floral","selective quarrying,mechanical,field collection","USNM","","","","C. Gilmore","1939","","","terrestrial",NA,"actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7140,1,"SC.2",69.75,100,NA,-88.1826,47.4217,11210,1,-111.308701,39.183102,"Non-singleton"
"117",45722,"North Horn",1097036,"occ",NA,"F","Ovaloolithus utahensis","species",255756,"","Ovaloolithus utahensis",NA,"species",255756,"Late Maastrichtian","",70,67.5,"Bray",1999,13291,"Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ovaloolithidae","Ovaloolithus",NA,NA,NA,"",-111.308701,39.183102,"HEC 767-6, HEC 764-1","Alamosaurus locality, South Dragon Valley",NA,"1939 Smithsonian Expedition, North Horn Mountain, Sauropod Locality","US","Utah","Emery","stated in text","4","small collection","South Dragon Valley, North Horn Mtn, Emery Co., UT; NE 1/4, Sec 12, T19S, R5E","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","bed","","","","","",NA,"","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","medium","","snapshot","","dispersed","","","","","","","","general faunal/floral","selective quarrying,mechanical,field collection","USNM","","","","C. Gilmore","1939","","","terrestrial",NA,"actively mobile","","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","E. S. Bray. 1999. Eggs and eggshell from the Upper Cretaceous North Horn Formation, central Utah.  In D. D. Gillette (ed.), Vertebrate Paleontology in Utah, Utah Geological Survey Miscellaneous Publication 99-1:361-375",70.6,66,7169,1,"SC.2",69.75,100,NA,-88.1826,47.4217,11210,1,-111.308701,39.183102,"Non-singleton"
"118",45724,"North Horn",463307,"occ",NA,"","Ceratopsia indet.","unranked clade",38842,"","Ceratopsia",NA,"unranked clade",38842,"Late Maastrichtian","",70,67.5,"Gazin",1940,38108,"Chordata","Ornithischia","","","",NA,NA,1,"individuals",-111.197998,39.2136,"skull","ceratopsian, west side, North Horn Mountain",NA,"1939 Smithsonian Expedition, USNM 16557","US","Utah","Emery","stated in text","4","small collection","T18S,R6E,sec36, SW 1/4; W side of North Horn Mtn ","gp_mid",NA,NA,"coordinates not computable using this model","US","FED","","","bed","","","","","",NA,"","lower part of formation","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","good","","snapshot","","dispersed","","","","","","","","general faunal/floral","selective quarrying,mechanical,field collection","USNM","","","","C. L. Gazin","1939","","","terrestrial",NA,"actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","",NA,"North Horn","","","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. L. Gazin. 1940. The third expedition to central Utah in search of dinosaurs and extinct mammals. Explorations and Field-Work of the Smithsonian Institution in 1939 3586:5-8",70.6,66,7154,1,"SC.2",69.75,100,NA,-88.0488,47.4314,11210,1,-111.197998,39.2136,"Non-singleton"
"119",45732,"Horseshoe Canyon",463381,"occ",33809,"","Ornithomimus n. sp. edmontonicus","species",63438,"","Ornithomimus edmontonicus",NA,"species",63438,"Early Maastrichtian","",74,67.696,"Sternberg",1933,12105,"Chordata","Saurischia","NO_ORDER_SPECIFIED","Ornithomimidae","Ornithomimus",NA,NA,1,"individuals",-112.865601,51.615398,"Field No. 9","9 miles southwest of Morrin (100 ft level) [NMC]",NA,"Red Deer River","CA","Alberta","","stated in text","4","small collection","W side of Red Deer River, 100 feet above river, 9 miles SW of Morrin, Alberta; section 34, T30, R21, W 4th meridian","gp_mid",NA,NA,"coordinates not computable using this model","CA","","Edmonton","Horsethief","bed","","","","","",NA,"","""Edmonton A""; 9 coal","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","",NA,"","body","excellent","","snapshot","","dispersed","life position","","","occasional","","","""naturally articulated and splendidly preserved""","taxonomic","selective quarrying,mechanical,field collection","GSC","","","","G. F. Sternberg","1916","","","terrestrial",NA,"actively mobile","","","herbivore, omnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","thick",NA,"Horseshoe Canyon","Edmonton","Horsethief","","not reported","","","","","","","","","","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","Maastrichtian","C. M. Sternberg. 1933. A new Ornithomimus with complete abdominal cuirass. The Canadian Field-Naturalist 47(5):79-83",70.6,66,4556,2,"SC.2",69.75,68.27,NA,-83.3191,59.6367,7057,1,-112.865601,51.615398,"Non-singleton"
