"","year","value","Data","group","rhat_threshold","lower95CI","upper95CI","new_bins","Target"
"21",3,0.238494363232975,"Mean detection (LL4)","occ.det",NA,0.15334828813425,0.339143687082954,75.546,"Ankylosauridae"
"22",4,0.141096602211037,"Mean detection (LL4)","occ.det",NA,0.0667060630254924,0.237221928226006,72.8,"Ankylosauridae"
"23",5,0.187592978245235,"Mean detection (LL4)","occ.det",NA,0.00559821577830338,0.662121664724537,69.756,"Ankylosauridae"
"24",6,0.130975970141358,"Mean detection (LL4)","occ.det",NA,0.0627764732508807,0.218557708019801,67.253,"Ankylosauridae"
"25",1,0.460725019870407,"Mean occupancy","occ.det","Good (<1.1)",0,1,82.096,"Ankylosauridae"
"26",2,0.572965191255968,"Mean occupancy","occ.det","Good (<1.1)",0.157894736842105,1,78.046,"Ankylosauridae"
"27",3,0.83667314099831,"Mean occupancy","occ.det","Good (<1.1)",0.605263157894737,0.973684210526316,75.546,"Ankylosauridae"
"28",4,0.815802632894869,"Mean occupancy","occ.det","Good (<1.1)",0.289473684210526,1,72.8,"Ankylosauridae"
"29",5,0.224507977113501,"Mean occupancy","occ.det","Good (<1.1)",0,1,69.756,"Ankylosauridae"
"30",6,0.925928119127703,"Mean occupancy","occ.det","Good (<1.1)",0.631578947368421,1,67.253,"Ankylosauridae"
"31",6,0.535353535353535,"Naive occupancy","Naive",NA,NA,NA,67.253,"Hadrosauridae"
"32",5,0.375,"Naive occupancy","Naive",NA,NA,NA,69.756,"Hadrosauridae"
"33",4,0.625,"Naive occupancy","Naive",NA,NA,NA,72.8,"Hadrosauridae"
"34",3,0.583333333333333,"Naive occupancy","Naive",NA,NA,NA,75.546,"Hadrosauridae"
"35",2,0.7,"Naive occupancy","Naive",NA,NA,NA,78.046,"Hadrosauridae"
"36",1,0.5,"Naive occupancy","Naive",NA,NA,NA,82.096,"Hadrosauridae"
"37",1,0.254759816574799,"Mean detection (LL1)","occ.det",NA,0.049978981884036,0.687558328032261,82.096,"Hadrosauridae"
"38",2,0.228037669154709,"Mean detection (LL1)","occ.det",NA,0.164934762226087,0.302431218388664,78.046,"Hadrosauridae"
"39",3,0.31144595883833,"Mean detection (LL1)","occ.det",NA,0.272040552057038,0.35150119072302,75.546,"Hadrosauridae"
"40",4,0.245739630559551,"Mean detection (LL1)","occ.det",NA,0.18855953014878,0.307949780369004,72.8,"Hadrosauridae"
"41",5,0.180113729080917,"Mean detection (LL1)","occ.det",NA,0.0767104506648552,0.323141071284851,69.756,"Hadrosauridae"
"42",6,0.0849855427128643,"Mean detection (LL1)","occ.det",NA,0.0508060310876084,0.128819396185308,67.253,"Hadrosauridae"
"43",1,0.479178036965656,"Mean detection (LL2)","occ.det",NA,0.143371281915323,0.875768784065357,82.096,"Hadrosauridae"
"44",2,0.479766800557583,"Mean detection (LL2)","occ.det",NA,0.369038198840857,0.594063482542437,78.046,"Hadrosauridae"
"45",3,0.586787892454307,"Mean detection (LL2)","occ.det",NA,0.507751095666452,0.663976484666836,75.546,"Hadrosauridae"
"46",4,0.504903213960147,"Mean detection (LL2)","occ.det",NA,0.412458118218565,0.597043876690551,72.8,"Hadrosauridae"
"47",5,0.399169049895828,"Mean detection (LL2)","occ.det",NA,0.207963766596205,0.601717151733291,69.756,"Hadrosauridae"
"48",6,0.224989952712225,"Mean detection (LL2)","occ.det",NA,0.142505977620433,0.321562774577392,67.253,"Hadrosauridae"
"49",1,0.811720033168104,"Mean detection (LL4)","occ.det",NA,0.482122724153951,0.977771137704234,82.096,"Hadrosauridae"
"50",2,0.840586864965944,"Mean detection (LL4)","occ.det",NA,0.758521112578526,0.906493547160255,78.046,"Hadrosauridae"
"51",3,0.890934166273417,"Mean detection (LL4)","occ.det",NA,0.836616504027572,0.933581719585409,75.546,"Hadrosauridae"
"52",4,0.853962976786479,"Mean detection (LL4)","occ.det",NA,0.780055695099175,0.912246585234072,72.8,"Hadrosauridae"
"53",5,0.781731540934191,"Mean detection (LL4)","occ.det",NA,0.585450334666502,0.910374476678683,69.756,"Hadrosauridae"
"54",6,0.624396850052841,"Mean detection (LL4)","occ.det",NA,0.505979096872974,0.7336203943611,67.253,"Hadrosauridae"
"55",1,0.784221843236955,"Mean occupancy","occ.det","Good (<1.1)",0.105263157894737,1,82.096,"Hadrosauridae"
"56",2,0.977963585832268,"Mean occupancy","occ.det","Good (<1.1)",0.868421052631579,1,78.046,"Hadrosauridae"
"57",3,0.815384169995947,"Mean occupancy","occ.det","Good (<1.1)",0.605263157894737,1,75.546,"Hadrosauridae"
"58",4,0.936341002521305,"Mean occupancy","occ.det","Good (<1.1)",0.657894736842105,1,72.8,"Hadrosauridae"
"59",5,0.754314905174728,"Mean occupancy","occ.det","Good (<1.1)",0.289473684210526,1,69.756,"Hadrosauridae"
"60",6,0.952796595449019,"Mean occupancy","occ.det","Good (<1.1)",0.763157894736842,1,67.253,"Hadrosauridae"
"61",6,0.515151515151515,"Naive occupancy","Naive",NA,NA,NA,67.253,"Ceratopsidae"
"62",5,0.5,"Naive occupancy","Naive",NA,NA,NA,69.756,"Ceratopsidae"
"63",4,0.375,"Naive occupancy","Naive",NA,NA,NA,72.8,"Ceratopsidae"
"64",3,0.472222222222222,"Naive occupancy","Naive",NA,NA,NA,75.546,"Ceratopsidae"
"65",2,0.42,"Naive occupancy","Naive",NA,NA,NA,78.046,"Ceratopsidae"
"66",1,0,"Naive occupancy","Naive",NA,NA,NA,82.096,"Ceratopsidae"
"67",1,0.175470798562898,"Mean detection (LL1)","occ.det",NA,0.00774365857261026,0.642600537097846,82.096,"Ceratopsidae"
"68",2,0.195444301710801,"Mean detection (LL1)","occ.det",NA,0.136525729617457,0.264488058222665,78.046,"Ceratopsidae"
"69",3,0.132376848169177,"Mean detection (LL1)","occ.det",NA,0.106439647579698,0.161143396876493,75.546,"Ceratopsidae"
"70",4,0.0597194075226898,"Mean detection (LL1)","occ.det",NA,0.0357811711903912,0.0902314239785161,72.8,"Ceratopsidae"
"71",5,0.197006865278747,"Mean detection (LL1)","occ.det",NA,0.0845033330691811,0.357888240010601,69.756,"Ceratopsidae"
"72",6,0.299460917205406,"Mean detection (LL1)","occ.det",NA,0.222307448308921,0.385830454132401,67.253,"Ceratopsidae"
"73",1,0.273917654702443,"Mean detection (LL2)","occ.det",NA,0.0155085778083986,0.784661918889904,82.096,"Ceratopsidae"
"74",2,0.327909175593995,"Mean detection (LL2)","occ.det",NA,0.225967385817914,0.441125208912254,78.046,"Ceratopsidae"
"75",3,0.235630555927551,"Mean detection (LL2)","occ.det",NA,0.17387304335603,0.30397654923111,75.546,"Ceratopsidae"
"76",4,0.113410067263248,"Mean detection (LL2)","occ.det",NA,0.0668668367706613,0.172155195242387,72.8,"Ceratopsidae"
"77",5,0.325026836904807,"Mean detection (LL2)","occ.det",NA,0.15626745575314,0.529926419648542,69.756,"Ceratopsidae"
"78",6,0.4610208961117,"Mean detection (LL2)","occ.det",NA,0.350822367986551,0.571272224789705,67.253,"Ceratopsidae"
"79",1,0.588314399003873,"Mean detection (LL4)","occ.det",NA,0.0745875888995577,0.951061879671657,82.096,"Ceratopsidae"
"80",2,0.717921954691959,"Mean detection (LL4)","occ.det",NA,0.611508057818257,0.809989575706225,78.046,"Ceratopsidae"
"81",3,0.619213713620226,"Mean detection (LL4)","occ.det",NA,0.525292110727546,0.708303670203406,75.546,"Ceratopsidae"
"82",4,0.401237383301312,"Mean detection (LL4)","occ.det",NA,0.280423933740696,0.526978063142593,72.8,"Ceratopsidae"
"83",5,0.703505145215683,"Mean detection (LL4)","occ.det",NA,0.487246074507229,0.866388783582052,69.756,"Ceratopsidae"
"84",6,0.817537690519594,"Mean detection (LL4)","occ.det",NA,0.740269406810884,0.881621213758352,67.253,"Ceratopsidae"
"85",1,0.404071986145983,"Mean occupancy","occ.det","Good (<1.1)",0,1,82.096,"Ceratopsidae"
"86",2,0.944464183260431,"Mean occupancy","occ.det","Good (<1.1)",0.736842105263158,1,78.046,"Ceratopsidae"
"87",3,0.94090988046173,"Mean occupancy","occ.det","Good (<1.1)",0.736842105263158,1,75.546,"Ceratopsidae"
"88",4,0.924627989114701,"Mean occupancy","occ.det","Good (<1.1)",0.605263157894737,1,72.8,"Ceratopsidae"
"89",5,0.780129328722346,"Mean occupancy","occ.det","Good (<1.1)",0.31578947368421,1,69.756,"Ceratopsidae"
"90",6,0.89563824803533,"Mean occupancy","occ.det","Good (<1.1)",0.631578947368421,1,67.253,"Ceratopsidae"
"91",6,0.393939393939394,"Naive occupancy","Naive",NA,NA,NA,67.253,"Tyrannosauridae"
"92",5,0.1875,"Naive occupancy","Naive",NA,NA,NA,69.756,"Tyrannosauridae"
"93",4,0.3125,"Naive occupancy","Naive",NA,NA,NA,72.8,"Tyrannosauridae"
"94",3,0.222222222222222,"Naive occupancy","Naive",NA,NA,NA,75.546,"Tyrannosauridae"
"95",2,0.42,"Naive occupancy","Naive",NA,NA,NA,78.046,"Tyrannosauridae"
"96",1,0.5,"Naive occupancy","Naive",NA,NA,NA,82.096,"Tyrannosauridae"
"97",1,0.0720233253920543,"Mean detection (LL1)","occ.det",NA,0.000703004671830614,0.415863968410637,82.096,"Tyrannosauridae"
"98",2,0.103999384305076,"Mean detection (LL1)","occ.det",NA,0.0615887084497087,0.157644655220874,78.046,"Tyrannosauridae"
"99",3,0.029461271055354,"Mean detection (LL1)","occ.det",NA,0.0183016089542564,0.0436266382228497,75.546,"Tyrannosauridae"
"100",4,0.0146181334714938,"Mean detection (LL1)","occ.det",NA,0.00518513978146934,0.0306957513061197,72.8,"Tyrannosauridae"
"101",5,0.0453818346247373,"Mean detection (LL1)","occ.det",NA,0.00317895859845782,0.20638111547991,69.756,"Tyrannosauridae"
"102",6,0.0796637455018979,"Mean detection (LL1)","occ.det",NA,0.045332346307871,0.125558340007258,67.253,"Tyrannosauridae"
"103",1,0.119311857291899,"Mean detection (LL2)","occ.det",NA,0.00141535625887083,0.601828160364265,82.096,"Tyrannosauridae"
"104",2,0.190745364682636,"Mean detection (LL2)","occ.det",NA,0.100294280383559,0.306136626252165,78.046,"Tyrannosauridae"
"105",3,0.0585684147747984,"Mean detection (LL2)","occ.det",NA,0.0304046845174797,0.0966895462047516,75.546,"Tyrannosauridae"
"106",4,0.0292198273332936,"Mean detection (LL2)","occ.det",NA,0.0098058974476835,0.0625167058129594,72.8,"Tyrannosauridae"
"107",5,0.0829285167883737,"Mean detection (LL2)","occ.det",NA,0.00630838259558456,0.35138127718607,69.756,"Tyrannosauridae"
"108",6,0.148927582324128,"Mean detection (LL2)","occ.det",NA,0.079622004197859,0.239511582919586,67.253,"Tyrannosauridae"
"109",1,0.328235612036063,"Mean detection (LL4)","occ.det",NA,0.00787309162104337,0.886447145567738,82.096,"Tyrannosauridae"
"110",2,0.553294639622168,"Mean detection (LL4)","occ.det",NA,0.417282112891279,0.684330215033227,78.046,"Tyrannosauridae"
"111",3,0.248907908551961,"Mean detection (LL4)","occ.det",NA,0.167862468650919,0.342405588795551,75.546,"Tyrannosauridae"
"112",4,0.136857291066098,"Mean detection (LL4)","occ.det",NA,0.0565830662551889,0.251476236780845,72.8,"Tyrannosauridae"
"113",5,0.278602236686548,"Mean detection (LL4)","occ.det",NA,0.0325682251898924,0.740365130049637,69.756,"Tyrannosauridae"
"114",6,0.480353718072339,"Mean detection (LL4)","occ.det",NA,0.363435250681487,0.596335406715128,67.253,"Tyrannosauridae"
"115",1,0.453015038345939,"Mean occupancy","occ.det","Good (<1.1)",0,1,82.096,"Tyrannosauridae"
"116",2,0.940528263352651,"Mean occupancy","occ.det","Good (<1.1)",0.710526315789474,1,78.046,"Tyrannosauridae"
"117",3,0.933581516046341,"Mean occupancy","occ.det","Good (<1.1)",0.657894736842105,1,75.546,"Tyrannosauridae"
"118",4,0.876388954684942,"Mean occupancy","occ.det","Good (<1.1)",0.394736842105263,1,72.8,"Tyrannosauridae"
"119",5,0.658363204741527,"Mean occupancy","occ.det","Good (<1.1)",0.0526315789473684,1,69.756,"Tyrannosauridae"
"120",6,0.962601523310226,"Mean occupancy","occ.det","Good (<1.1)",0.763157894736842,1,67.253,"Tyrannosauridae"
