"","year","value","Data","group","rhat_threshold","lower95CI","upper95CI","new_bins","Target"
"22",4,0.138722048774631,"Mean detection (LL4)","occ.det",NA,0.0695316574220495,0.227002648005567,72.8,"Ankylosauridae"
"23",5,0.17135479136003,"Mean detection (LL4)","occ.det",NA,0.00375620839870825,0.640062665594415,69.756,"Ankylosauridae"
"24",6,0.109274444183242,"Mean detection (LL4)","occ.det",NA,0.0524293804429649,0.186635794077264,67.253,"Ankylosauridae"
"25",1,0.354887003851901,"Mean occupancy","occ.det","Good (<1.1)",0,1,82.096,"Ankylosauridae"
"26",2,0.887138713871387,"Mean occupancy","occ.det","Good (<1.1)",0.515151515151515,1,78.046,"Ankylosauridae"
"27",3,0.593979094879185,"Mean occupancy","occ.det","Good (<1.1)",0.242424242424242,0.93939393939394,75.546,"Ankylosauridae"
"28",4,0.910647125318593,"Mean occupancy","occ.det","Good (<1.1)",0.484848484848485,1,72.8,"Ankylosauridae"
"29",5,0.269498161937406,"Mean occupancy","occ.det","Good (<1.1)",0,1,69.756,"Ankylosauridae"
"30",6,0.902252346446766,"Mean occupancy","occ.det","Good (<1.1)",0.545454545454545,1,67.253,"Ankylosauridae"
"31",6,0.587301587301587,"Naive occupancy","Naive",NA,NA,NA,67.253,"Hadrosauridae"
"32",5,0.461538461538462,"Naive occupancy","Naive",NA,NA,NA,69.756,"Hadrosauridae"
"33",4,0.533333333333333,"Naive occupancy","Naive",NA,NA,NA,72.8,"Hadrosauridae"
"34",3,0.590909090909091,"Naive occupancy","Naive",NA,NA,NA,75.546,"Hadrosauridae"
"35",2,0.703703703703704,"Naive occupancy","Naive",NA,NA,NA,78.046,"Hadrosauridae"
"36",1,0.5,"Naive occupancy","Naive",NA,NA,NA,82.096,"Hadrosauridae"
"37",1,0.307651075046519,"Mean detection (LL1)","occ.det",NA,0.147628584248182,0.528633603662252,82.096,"Hadrosauridae"
"38",2,0.19691852689783,"Mean detection (LL1)","occ.det",NA,0.148616662295267,0.252701767697937,78.046,"Hadrosauridae"
"39",3,0.282733366742589,"Mean detection (LL1)","occ.det",NA,0.247420756953033,0.319070519145832,75.546,"Hadrosauridae"
"40",4,0.248542049387973,"Mean detection (LL1)","occ.det",NA,0.1924494088737,0.310331722902191,72.8,"Hadrosauridae"
"41",5,0.143427882995337,"Mean detection (LL1)","occ.det",NA,0.0675788373622619,0.24633516517676,69.756,"Hadrosauridae"
"42",6,0.077586399064784,"Mean detection (LL1)","occ.det",NA,0.050850261441041,0.110978794203228,67.253,"Hadrosauridae"
"43",1,0.577802485075124,"Mean detection (LL2)","occ.det",NA,0.356162385670012,0.785130949746962,82.096,"Hadrosauridae"
"44",2,0.44311955651611,"Mean detection (LL2)","occ.det",NA,0.351425092209303,0.537377994227753,78.046,"Hadrosauridae"
"45",3,0.562016931438623,"Mean detection (LL2)","occ.det",NA,0.486765273818591,0.634887479695072,75.546,"Hadrosauridae"
"46",4,0.517491288405409,"Mean detection (LL2)","occ.det",NA,0.429224483759335,0.605383159492354,72.8,"Hadrosauridae"
"47",5,0.346977596336159,"Mean detection (LL2)","occ.det",NA,0.191990660821717,0.520502748608991,69.756,"Hadrosauridae"
"48",6,0.214614292050825,"Mean detection (LL2)","occ.det",NA,0.147116922847298,0.291560671611331,67.253,"Hadrosauridae"
"49",1,0.799389004431737,"Mean detection (LL4)","occ.det",NA,0.622968237474314,0.921019673119586,82.096,"Hadrosauridae"
"50",2,0.707462098175289,"Mean detection (LL4)","occ.det",NA,0.622030994598382,0.786766799292385,78.046,"Hadrosauridae"
"51",3,0.796231638285128,"Mean detection (LL4)","occ.det",NA,0.733495270224294,0.851304277900263,75.546,"Hadrosauridae"
"52",4,0.764977333964306,"Mean detection (LL4)","occ.det",NA,0.683123504447115,0.836332341906832,72.8,"Hadrosauridae"
"53",5,0.610649398421117,"Mean detection (LL4)","occ.det",NA,0.411537647750459,0.777175354689007,69.756,"Hadrosauridae"
"54",6,0.453324736523535,"Mean detection (LL4)","occ.det",NA,0.354292262359995,0.552166758647935,67.253,"Hadrosauridae"
"55",1,0.896936663363306,"Mean occupancy","occ.det","Good (<1.1)",0.393939393939394,1,82.096,"Hadrosauridae"
"56",2,0.983184682104574,"Mean occupancy","occ.det","Good (<1.1)",0.878787878787879,1,78.046,"Hadrosauridae"
"57",3,0.858270675552404,"Mean occupancy","occ.det","Good (<1.1)",0.636363636363636,0.96969696969697,75.546,"Hadrosauridae"
"58",4,0.935046534956526,"Mean occupancy","occ.det","Good (<1.1)",0.575757575757576,1,72.8,"Hadrosauridae"
"59",5,0.912641264126413,"Mean occupancy","occ.det","Good (<1.1)",0.515151515151515,1,69.756,"Hadrosauridae"
"60",6,0.972194189115881,"Mean occupancy","occ.det","Good (<1.1)",0.818181818181818,1,67.253,"Hadrosauridae"
"61",6,0.507936507936508,"Naive occupancy","Naive",NA,NA,NA,67.253,"Ceratopsidae"
"62",5,0.461538461538462,"Naive occupancy","Naive",NA,NA,NA,69.756,"Ceratopsidae"
"63",4,0.266666666666667,"Naive occupancy","Naive",NA,NA,NA,72.8,"Ceratopsidae"
"64",3,0.5,"Naive occupancy","Naive",NA,NA,NA,75.546,"Ceratopsidae"
"65",2,0.481481481481481,"Naive occupancy","Naive",NA,NA,NA,78.046,"Ceratopsidae"
"66",1,0,"Naive occupancy","Naive",NA,NA,NA,82.096,"Ceratopsidae"
"67",1,0.161464442677338,"Mean detection (LL1)","occ.det",NA,0.00892431103671734,0.565760638732085,82.096,"Ceratopsidae"
"68",2,0.15246614046669,"Mean detection (LL1)","occ.det",NA,0.108909016013002,0.202472792757657,78.046,"Ceratopsidae"
"69",3,0.134591944295029,"Mean detection (LL1)","occ.det",NA,0.109012388613992,0.162555731693624,75.546,"Ceratopsidae"
"70",4,0.0704941594662455,"Mean detection (LL1)","occ.det",NA,0.0438401810801839,0.104562942749407,72.8,"Ceratopsidae"
"71",5,0.17695481128751,"Mean detection (LL1)","occ.det",NA,0.0778056905293463,0.325042179453384,69.756,"Ceratopsidae"
"72",6,0.245533861123961,"Mean detection (LL1)","occ.det",NA,0.186509334259069,0.31246181753867,67.253,"Ceratopsidae"
"73",1,0.247020482561841,"Mean detection (LL2)","occ.det",NA,0.0167123360222562,0.707078461314404,82.096,"Ceratopsidae"
"74",2,0.251358338147232,"Mean detection (LL2)","occ.det",NA,0.176157293780639,0.336552171646877,78.046,"Ceratopsidae"
"75",3,0.225591346806039,"Mean detection (LL2)","occ.det",NA,0.167823169332014,0.2902604333501,75.546,"Ceratopsidae"
"76",4,0.12395400411854,"Mean detection (LL2)","occ.det",NA,0.0766002501398522,0.183472639462891,72.8,"Ceratopsidae"
"77",5,0.282369238426779,"Mean detection (LL2)","occ.det",NA,0.135716311451334,0.474556521247199,69.756,"Ceratopsidae"
"78",6,0.377262783622475,"Mean detection (LL2)","occ.det",NA,0.285588377997805,0.473304423357964,67.253,"Ceratopsidae"
"79",1,0.485841469268051,"Mean detection (LL4)","occ.det",NA,0.0556061190918105,0.895859217296204,82.096,"Ceratopsidae"
"80",2,0.54095472422655,"Mean detection (LL4)","occ.det",NA,0.441721251085285,0.637429996231583,78.046,"Ceratopsidae"
"81",3,0.506701622145473,"Mean detection (LL4)","occ.det",NA,0.423114900746381,0.590397315077007,75.546,"Ceratopsidae"
"82",4,0.331848273731786,"Mean detection (LL4)","occ.det",NA,0.229388988033921,0.443571249069893,72.8,"Ceratopsidae"
"83",5,0.569753692027867,"Mean detection (LL4)","occ.det",NA,0.350316260051421,0.769231522663191,69.756,"Ceratopsidae"
"84",6,0.680487561588252,"Mean detection (LL4)","occ.det",NA,0.59599873435157,0.758279995533791,67.253,"Ceratopsidae"
"85",1,0.259977512902805,"Mean occupancy","occ.det","Good (<1.1)",0,0.93939393939394,82.096,"Ceratopsidae"
"86",2,0.839644570517658,"Mean occupancy","occ.det","Good (<1.1)",0.575757575757576,1,78.046,"Ceratopsidae"
"87",3,0.787560574239242,"Mean occupancy","occ.det","Good (<1.1)",0.545454545454545,0.93939393939394,75.546,"Ceratopsidae"
"88",4,0.792414089893838,"Mean occupancy","occ.det","Good (<1.1)",0.272727272727273,1,72.8,"Ceratopsidae"
"89",5,0.675046292508039,"Mean occupancy","occ.det","Good (<1.1)",0.242424242424242,1,69.756,"Ceratopsidae"
"90",6,0.880912333657608,"Mean occupancy","occ.det","Good (<1.1)",0.636363636363636,1,67.253,"Ceratopsidae"
"91",6,0.428571428571429,"Naive occupancy","Naive",NA,NA,NA,67.253,"Tyrannosauridae"
"92",5,0.230769230769231,"Naive occupancy","Naive",NA,NA,NA,69.756,"Tyrannosauridae"
"93",4,0.266666666666667,"Naive occupancy","Naive",NA,NA,NA,72.8,"Tyrannosauridae"
"94",3,0.272727272727273,"Naive occupancy","Naive",NA,NA,NA,75.546,"Tyrannosauridae"
"95",2,0.555555555555556,"Naive occupancy","Naive",NA,NA,NA,78.046,"Tyrannosauridae"
"96",1,0.5,"Naive occupancy","Naive",NA,NA,NA,82.096,"Tyrannosauridae"
"97",1,0.0558605877253736,"Mean detection (LL1)","occ.det",NA,0.0119737640722877,0.147138033115091,82.096,"Tyrannosauridae"
"98",2,0.0759577302849709,"Mean detection (LL1)","occ.det",NA,0.0469915842600993,0.112473817641488,78.046,"Tyrannosauridae"
"99",3,0.0272380927402178,"Mean detection (LL1)","occ.det",NA,0.017284696968431,0.0397675355529476,75.546,"Tyrannosauridae"
"100",4,0.016641184720712,"Mean detection (LL1)","occ.det",NA,0.00628899649428283,0.033121350413346,72.8,"Tyrannosauridae"
"101",5,0.0493736088135146,"Mean detection (LL1)","occ.det",NA,0.00859695169199708,0.173210063103023,69.756,"Tyrannosauridae"
"102",6,0.0683344938517739,"Mean detection (LL1)","occ.det",NA,0.0403445767952564,0.104915720607557,67.253,"Tyrannosauridae"
"103",1,0.102712961126082,"Mean detection (LL2)","occ.det",NA,0.0228867608884424,0.260997596076038,82.096,"Tyrannosauridae"
"104",2,0.139934328622038,"Mean detection (LL2)","occ.det",NA,0.0792620025660569,0.216626782565912,78.046,"Tyrannosauridae"
"105",3,0.0529583838522624,"Mean detection (LL2)","occ.det",NA,0.0289387825600538,0.0860767689937233,75.546,"Tyrannosauridae"
"106",4,0.0323796237611218,"Mean detection (LL2)","occ.det",NA,0.0118042456118761,0.06486183100902,72.8,"Tyrannosauridae"
"107",5,0.0902364039942454,"Mean detection (LL2)","occ.det",NA,0.0165825849266193,0.298889448331612,69.756,"Tyrannosauridae"
"108",6,0.126406823024909,"Mean detection (LL2)","occ.det",NA,0.0704611993540412,0.197838826032505,67.253,"Tyrannosauridae"
"109",1,0.323930753993554,"Mean detection (LL4)","occ.det",NA,0.0999973271786372,0.61351722331527,82.096,"Tyrannosauridae"
"110",2,0.422731987779553,"Mean detection (LL4)","occ.det",NA,0.31892342286143,0.530262619409819,78.046,"Tyrannosauridae"
"111",3,0.201824243351811,"Mean detection (LL4)","occ.det",NA,0.136112030596018,0.277170680116738,75.546,"Tyrannosauridae"
"112",4,0.130762895510104,"Mean detection (LL4)","occ.det",NA,0.0549571758878199,0.231661745127224,72.8,"Tyrannosauridae"
"113",5,0.284915717044629,"Mean detection (LL4)","occ.det",NA,0.0740148047130192,0.652755662975429,69.756,"Tyrannosauridae"
"114",6,0.394382643521503,"Mean detection (LL4)","occ.det",NA,0.295972692760199,0.497703664960273,67.253,"Tyrannosauridae"
"115",1,0.804516815317895,"Mean occupancy","occ.det","Good (<1.1)",0.121212121212121,1,82.096,"Tyrannosauridae"
"116",2,0.978775150242297,"Mean occupancy","occ.det","Good (<1.1)",0.848484848484849,1,78.046,"Tyrannosauridae"
"117",3,0.922924110592878,"Mean occupancy","occ.det","Good (<1.1)",0.575757575757576,1,75.546,"Tyrannosauridae"
"118",4,0.84842423636303,"Mean occupancy","occ.det","Good (<1.1)",0.272727272727273,1,72.8,"Tyrannosauridae"
"119",5,0.746380698675928,"Mean occupancy","occ.det","Good (<1.1)",0.151515151515152,1,69.756,"Tyrannosauridae"
"120",6,0.942280591695533,"Mean occupancy","occ.det","Good (<1.1)",0.696969696969697,1,67.253,"Tyrannosauridae"
