"","year","value","Data","group","rhat_threshold","lower95CI","upper95CI","new_bins","Target"
"22",4,0.139795604492942,"Mean detection (LL4)","occ.det",NA,0.0686908510037901,0.230456128157861,72.8,"Ankylosauridae"
"23",5,0.186247021636259,"Mean detection (LL4)","occ.det",NA,0.00378851183970948,0.689289442053304,69.756,"Ankylosauridae"
"24",6,0.126014254730737,"Mean detection (LL4)","occ.det",NA,0.0599578638520241,0.21285932436261,67.253,"Ankylosauridae"
"25",1,0.345521648939087,"Mean occupancy","occ.det","Good (<1.1)",0,1,82.096,"Ankylosauridae"
"26",2,0.901438530949869,"Mean occupancy","occ.det","Good (<1.1)",0.516129032258065,1,78.046,"Ankylosauridae"
"27",3,0.603069984417797,"Mean occupancy","occ.det","Good (<1.1)",0.258064516129032,0.935483870967742,75.546,"Ankylosauridae"
"28",4,0.907535914881811,"Mean occupancy","occ.det","Good (<1.1)",0.483870967741935,1,72.8,"Ankylosauridae"
"29",5,0.241198313379725,"Mean occupancy","occ.det","Good (<1.1)",0,1,69.756,"Ankylosauridae"
"30",6,0.914605976726705,"Mean occupancy","occ.det","Good (<1.1)",0.580645161290323,1,67.253,"Ankylosauridae"
"31",6,0.587301587301587,"Naive occupancy","Naive",NA,NA,NA,67.253,"Hadrosauridae"
"32",5,0.5,"Naive occupancy","Naive",NA,NA,NA,69.756,"Hadrosauridae"
"33",4,0.571428571428571,"Naive occupancy","Naive",NA,NA,NA,72.8,"Hadrosauridae"
"34",3,0.590909090909091,"Naive occupancy","Naive",NA,NA,NA,75.546,"Hadrosauridae"
"35",2,0.730769230769231,"Naive occupancy","Naive",NA,NA,NA,78.046,"Hadrosauridae"
"36",1,0.5,"Naive occupancy","Naive",NA,NA,NA,82.096,"Hadrosauridae"
"37",1,0.304531375094764,"Mean detection (LL1)","occ.det",NA,0.144967532561778,0.521588156917107,82.096,"Hadrosauridae"
"38",2,0.236631353584955,"Mean detection (LL1)","occ.det",NA,0.178460054284083,0.301429029757379,78.046,"Hadrosauridae"
"39",3,0.292221692693903,"Mean detection (LL1)","occ.det",NA,0.256713274308376,0.330132042859268,75.546,"Hadrosauridae"
"40",4,0.243172426420348,"Mean detection (LL1)","occ.det",NA,0.187491146366875,0.304854604866451,72.8,"Hadrosauridae"
"41",5,0.156669574125787,"Mean detection (LL1)","occ.det",NA,0.0730552596696762,0.265873878885222,69.756,"Hadrosauridae"
"42",6,0.0805642770576161,"Mean detection (LL1)","occ.det",NA,0.0506838770023205,0.119169640166056,67.253,"Hadrosauridae"
"43",1,0.582734484705045,"Mean detection (LL2)","occ.det",NA,0.363643044998811,0.791308427604956,82.096,"Hadrosauridae"
"44",2,0.510111898834554,"Mean detection (LL2)","occ.det",NA,0.409831424649079,0.608438994335619,78.046,"Hadrosauridae"
"45",3,0.582189467638939,"Mean detection (LL2)","occ.det",NA,0.507942543061272,0.655173118009479,75.546,"Hadrosauridae"
"46",4,0.519312379319757,"Mean detection (LL2)","occ.det",NA,0.428888917081475,0.609295231709595,72.8,"Hadrosauridae"
"47",5,0.378632119326185,"Mean detection (LL2)","occ.det",NA,0.210431718815017,0.555663197301716,69.756,"Hadrosauridae"
"48",6,0.227642683801439,"Mean detection (LL2)","occ.det",NA,0.149464381208388,0.318031259902014,67.253,"Hadrosauridae"
"49",1,0.86453968854533,"Mean detection (LL4)","occ.det",NA,0.724499094317372,0.951663928966947,82.096,"Hadrosauridae"
"50",2,0.833913285163508,"Mean detection (LL4)","occ.det",NA,0.759879994056704,0.89468238705865,78.046,"Hadrosauridae"
"51",3,0.870840214621159,"Mean detection (LL4)","occ.det",NA,0.817194713168608,0.915197231414419,75.546,"Hadrosauridae"
"52",4,0.838918168302352,"Mean detection (LL4)","occ.det",NA,0.767424566400516,0.898817677129401,72.8,"Hadrosauridae"
"53",5,0.738271854842213,"Mean detection (LL4)","occ.det",NA,0.555814448910091,0.869870923836104,69.756,"Hadrosauridae"
"54",6,0.586766007511966,"Mean detection (LL4)","occ.det",NA,0.475074563398684,0.693850469912156,67.253,"Hadrosauridae"
"55",1,0.889724456316599,"Mean occupancy","occ.det","Good (<1.1)",0.354838709677419,1,82.096,"Hadrosauridae"
"56",2,0.977146101706945,"Mean occupancy","occ.det","Good (<1.1)",0.870967741935484,1,78.046,"Hadrosauridae"
"57",3,0.834389890601963,"Mean occupancy","occ.det","Good (<1.1)",0.580645161290323,0.967741935483871,75.546,"Hadrosauridae"
"58",4,0.932343234323432,"Mean occupancy","occ.det","Good (<1.1)",0.580645161290323,1,72.8,"Hadrosauridae"
"59",5,0.926941081204895,"Mean occupancy","occ.det","Good (<1.1)",0.580645161290323,1,69.756,"Hadrosauridae"
"60",6,0.963580228990641,"Mean occupancy","occ.det","Good (<1.1)",0.774193548387097,1,67.253,"Hadrosauridae"
"61",6,0.507936507936508,"Naive occupancy","Naive",NA,NA,NA,67.253,"Ceratopsidae"
"62",5,0.5,"Naive occupancy","Naive",NA,NA,NA,69.756,"Ceratopsidae"
"63",4,0.285714285714286,"Naive occupancy","Naive",NA,NA,NA,72.8,"Ceratopsidae"
"64",3,0.5,"Naive occupancy","Naive",NA,NA,NA,75.546,"Ceratopsidae"
"65",2,0.5,"Naive occupancy","Naive",NA,NA,NA,78.046,"Ceratopsidae"
"66",1,0,"Naive occupancy","Naive",NA,NA,NA,82.096,"Ceratopsidae"
"67",1,0.174712586700259,"Mean detection (LL1)","occ.det",NA,0.00418279142684272,0.684102738513733,82.096,"Ceratopsidae"
"68",2,0.166861840888488,"Mean detection (LL1)","occ.det",NA,0.118907192789971,0.223107850352864,78.046,"Ceratopsidae"
"69",3,0.13523238224479,"Mean detection (LL1)","occ.det",NA,0.108997352151112,0.16367453543979,75.546,"Ceratopsidae"
"70",4,0.0621580698961468,"Mean detection (LL1)","occ.det",NA,0.0376093610728793,0.0938503634244503,72.8,"Ceratopsidae"
"71",5,0.190406346764471,"Mean detection (LL1)","occ.det",NA,0.0817459386387026,0.348372852081943,69.756,"Ceratopsidae"
"72",6,0.294177273367873,"Mean detection (LL1)","occ.det",NA,0.225015476273289,0.369518503936883,67.253,"Ceratopsidae"
"73",1,0.269092797665916,"Mean detection (LL2)","occ.det",NA,0.00820650469137577,0.808213196923812,82.096,"Ceratopsidae"
"74",2,0.285376085186241,"Mean detection (LL2)","occ.det",NA,0.200498362418012,0.381228946457082,78.046,"Ceratopsidae"
"75",3,0.238432928566583,"Mean detection (LL2)","occ.det",NA,0.177603003561527,0.304550854506546,75.546,"Ceratopsidae"
"76",4,0.116827397637867,"Mean detection (LL2)","occ.det",NA,0.0699880266503411,0.175806231369978,72.8,"Ceratopsidae"
"77",5,0.314136315968199,"Mean detection (LL2)","occ.det",NA,0.14950335610843,0.518295481757253,69.756,"Ceratopsidae"
"78",6,0.45302299486134,"Mean detection (LL2)","occ.det",NA,0.349454203651998,0.557020610934254,67.253,"Ceratopsidae"
"79",1,0.554120586851163,"Mean detection (LL4)","occ.det",NA,0.038000694588214,0.953792061930147,82.096,"Ceratopsidae"
"80",2,0.65420488197002,"Mean detection (LL4)","occ.det",NA,0.548360956789711,0.750061234994968,78.046,"Ceratopsidae"
"81",3,0.599026295400093,"Mean detection (LL4)","occ.det",NA,0.508472005221649,0.687069068028361,75.546,"Ceratopsidae"
"82",4,0.385348430744265,"Mean detection (LL4)","occ.det",NA,0.270480852967412,0.50758038693658,72.8,"Ceratopsidae"
"83",5,0.672078172018373,"Mean detection (LL4)","occ.det",NA,0.449793533506489,0.845527827344255,69.756,"Ceratopsidae"
"84",6,0.797299128769294,"Mean detection (LL4)","occ.det",NA,0.722109792548468,0.861118683678714,67.253,"Ceratopsidae"
"85",1,0.236728511560833,"Mean occupancy","occ.det","Good (<1.1)",0,0.967741935483871,82.096,"Ceratopsidae"
"86",2,0.854043468863015,"Mean occupancy","occ.det","Good (<1.1)",0.580645161290323,1,78.046,"Ceratopsidae"
"87",3,0.766610532020944,"Mean occupancy","occ.det","Good (<1.1)",0.483870967741935,0.967741935483871,75.546,"Ceratopsidae"
"88",4,0.810550409879697,"Mean occupancy","occ.det","Good (<1.1)",0.290322580645161,1,72.8,"Ceratopsidae"
"89",5,0.714984401665973,"Mean occupancy","occ.det","Good (<1.1)",0.258064516129032,1,69.756,"Ceratopsidae"
"90",6,0.911160470885798,"Mean occupancy","occ.det","Good (<1.1)",0.67741935483871,1,67.253,"Ceratopsidae"
"91",6,0.428571428571429,"Naive occupancy","Naive",NA,NA,NA,67.253,"Tyrannosauridae"
"92",5,0.25,"Naive occupancy","Naive",NA,NA,NA,69.756,"Tyrannosauridae"
"93",4,0.285714285714286,"Naive occupancy","Naive",NA,NA,NA,72.8,"Tyrannosauridae"
"94",3,0.272727272727273,"Naive occupancy","Naive",NA,NA,NA,75.546,"Tyrannosauridae"
"95",2,0.576923076923077,"Naive occupancy","Naive",NA,NA,NA,78.046,"Tyrannosauridae"
"96",1,0.5,"Naive occupancy","Naive",NA,NA,NA,82.096,"Tyrannosauridae"
"97",1,0.0579534326140941,"Mean detection (LL1)","occ.det",NA,0.0112952852257751,0.156001506178294,82.096,"Tyrannosauridae"
"98",2,0.0923638739714478,"Mean detection (LL1)","occ.det",NA,0.0577737972236784,0.135800069084206,78.046,"Tyrannosauridae"
"99",3,0.0285633699470679,"Mean detection (LL1)","occ.det",NA,0.0181933130885794,0.0416188432873739,75.546,"Tyrannosauridae"
"100",4,0.0154442800631461,"Mean detection (LL1)","occ.det",NA,0.00573054650852492,0.0307015618844678,72.8,"Tyrannosauridae"
"101",5,0.0809779027189785,"Mean detection (LL1)","occ.det",NA,0.00956006518965324,0.379318805690753,69.756,"Tyrannosauridae"
"102",6,0.0835851969272286,"Mean detection (LL1)","occ.det",NA,0.0503014132533568,0.126959490536524,67.253,"Tyrannosauridae"
"103",1,0.11389034569437,"Mean detection (LL2)","occ.det",NA,0.0238561179192723,0.288273523461193,82.096,"Tyrannosauridae"
"104",2,0.179055144437116,"Mean detection (LL2)","occ.det",NA,0.106114001024412,0.26980509717887,78.046,"Tyrannosauridae"
"105",3,0.0597791824418438,"Mean detection (LL2)","occ.det",NA,0.0335874493224564,0.0948109504429832,75.546,"Tyrannosauridae"
"106",4,0.0325637266935423,"Mean detection (LL2)","occ.det",NA,0.0117217866699858,0.066437245363886,72.8,"Tyrannosauridae"
"107",5,0.145648341397264,"Mean detection (LL2)","occ.det",NA,0.0196699106716897,0.56533983897095,69.756,"Tyrannosauridae"
"108",6,0.163234709272973,"Mean detection (LL2)","occ.det",NA,0.0953301871549325,0.250066592416564,67.253,"Tyrannosauridae"
"109",1,0.353894285334885,"Mean detection (LL4)","occ.det",NA,0.10577386848853,0.654174152049113,82.096,"Tyrannosauridae"
"110",2,0.503115041153076,"Mean detection (LL4)","occ.det",NA,0.387539813065309,0.618194558203637,78.046,"Tyrannosauridae"
"111",3,0.22922295194412,"Mean detection (LL4)","occ.det",NA,0.154893240619802,0.315960535571654,75.546,"Tyrannosauridae"
"112",4,0.134710529781549,"Mean detection (LL4)","occ.det",NA,0.0564932143319165,0.241390850469375,72.8,"Tyrannosauridae"
"113",5,0.382242117635,"Mean detection (LL4)","occ.det",NA,0.0887139213331235,0.859516218161411,69.756,"Tyrannosauridae"
"114",6,0.475130857985084,"Mean detection (LL4)","occ.det",NA,0.365738262743819,0.586995306660619,67.253,"Tyrannosauridae"
"115",1,0.793079307930793,"Mean occupancy","occ.det","Good (<1.1)",0.0967741935483871,1,82.096,"Tyrannosauridae"
"116",2,0.978710774303237,"Mean occupancy","occ.det","Good (<1.1)",0.870967741935484,1,78.046,"Tyrannosauridae"
"117",3,0.92361171601031,"Mean occupancy","occ.det","Good (<1.1)",0.580645161290323,1,75.546,"Tyrannosauridae"
"118",4,0.848199336062639,"Mean occupancy","occ.det","Good (<1.1)",0.290322580645161,1,72.8,"Tyrannosauridae"
"119",5,0.688015575751124,"Mean occupancy","occ.det","Good (<1.1)",0.129032258064516,1,69.756,"Tyrannosauridae"
"120",6,0.940856988924699,"Mean occupancy","occ.det","Good (<1.1)",0.67741935483871,1,67.253,"Tyrannosauridae"
