"","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10"
"199617",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199622",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199645",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199678",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200453",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202111",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202116",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203772",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"205502",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207156",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207167",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207986",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"207989",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207994",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208808",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"208817",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208818",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208819",0,1,0,1,NA,NA,NA,NA,NA,NA
"209645",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"209646",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209648",1,0,0,0,NA,NA,NA,NA,NA,NA
"209650",0,0,0,0,0,1,0,0,0,0
"209665",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210467",0,0,1,NA,NA,NA,NA,NA,NA,NA
"210471",0,0,0,NA,NA,NA,NA,NA,NA,NA
"210472",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"210474",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"210475",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"210476",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210477",0,0,0,NA,NA,NA,NA,NA,NA,NA
"210478",0,0,1,1,0,NA,NA,NA,NA,NA
"210479",0,0,0,0,0,0,0,0,0,0
"210481",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211298",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"211299",0,1,0,1,0,1,NA,NA,NA,NA
"211300",0,1,0,0,1,0,0,0,0,1
"211301",0,0,1,0,0,1,1,0,0,0
"211302",0,0,0,NA,NA,NA,NA,NA,NA,NA
"211303",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211306",0,1,0,0,1,1,NA,NA,NA,NA
"211307",0,1,0,NA,NA,NA,NA,NA,NA,NA
"211308",0,1,1,NA,NA,NA,NA,NA,NA,NA
"211309",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"212118",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212127",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212136",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212156",0,0,1,NA,NA,NA,NA,NA,NA,NA
"212948",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212959",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213789",0,0,0,0,0,0,0,0,0,0
"214641",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214643",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214644",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215447",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215451",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215472",0,0,0,NA,NA,NA,NA,NA,NA,NA
"215473",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215474",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"215475",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216336",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"217074",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218838",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219632",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219633",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220460",1,0,0,0,0,1,0,0,1,1
"220461",0,1,0,NA,NA,NA,NA,NA,NA,NA
"220465",1,0,1,0,1,0,0,0,0,0
"220470",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"220494",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221262",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221286",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221290",0,0,0,0,NA,NA,NA,NA,NA,NA
"221291",0,0,0,1,1,NA,NA,NA,NA,NA
"221292",0,1,1,1,0,1,0,0,1,0
"221296",0,0,0,NA,NA,NA,NA,NA,NA,NA
"222064",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222087",0,0,0,0,1,NA,NA,NA,NA,NA
"222094",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222109",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222116",0,0,0,NA,NA,NA,NA,NA,NA,NA
"222118",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222121",1,0,0,NA,NA,NA,NA,NA,NA,NA
"222123",0,1,0,0,0,NA,NA,NA,NA,NA
"222952",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"222953",0,0,0,0,0,NA,NA,NA,NA,NA
"223713",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"223783",0,0,1,0,0,1,0,0,1,0
"223787",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223814",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224542",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"224574",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224601",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"224611",1,1,0,1,1,0,1,0,0,0
"224613",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224619",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224635",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225432",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"225435",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"225441",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225443",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"226261",0,0,0,0,0,NA,NA,NA,NA,NA
"226262",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"226263",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"226275",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226290",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226299",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227033",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227090",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"227103",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227104",1,0,0,NA,NA,NA,NA,NA,NA,NA
"227106",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227126",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227127",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227919",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227921",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227929",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227935",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"227954",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228745",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228759",0,1,0,NA,NA,NA,NA,NA,NA,NA
"228762",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"228763",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228767",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228770",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"229577",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229578",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229591",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"229593",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229594",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230428",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231199",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231241",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231266",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232032",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232086",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232089",0,0,0,0,0,1,0,NA,NA,NA
"232092",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232099",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232100",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232101",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232844",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232862",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232919",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232934",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234580",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234604",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235361",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237855",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238670",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238672",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239487",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239503",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240315",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240317",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240329",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241976",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241978",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242843",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242864",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243677",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243698",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"245313",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245350",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245354",1,0,1,NA,NA,NA,NA,NA,NA,NA
"245356",1,0,0,NA,NA,NA,NA,NA,NA,NA
"246184",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246185",1,1,1,0,1,NA,NA,NA,NA,NA
"246186",1,1,0,NA,NA,NA,NA,NA,NA,NA
"246187",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"247014",0,0,0,0,1,0,0,0,1,0
"247015",0,0,0,0,0,0,1,1,1,0
"247016",0,0,0,NA,NA,NA,NA,NA,NA,NA
"247017",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"247018",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247841",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"247843",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247844",0,0,1,0,0,0,0,0,NA,NA
"247845",0,0,1,0,0,0,1,0,1,0
"247846",0,0,0,0,NA,NA,NA,NA,NA,NA
"247850",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248674",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248675",0,0,0,0,0,NA,NA,NA,NA,NA
"248676",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"249495",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249506",0,0,1,0,0,0,0,0,0,0
"250322",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251166",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251988",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"252817",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"256121",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256952",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"257782",1,1,0,1,0,0,0,0,0,0
"257809",1,1,0,NA,NA,NA,NA,NA,NA,NA
"258614",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"259404",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259441",0,1,0,1,0,NA,NA,NA,NA,NA
"259467",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260264",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261084",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"266101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266103",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267764",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267766",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"267769",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268597",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271086",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271892",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274398",0,1,0,NA,NA,NA,NA,NA,NA,NA
"274399",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"274400",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"274402",0,0,0,NA,NA,NA,NA,NA,NA,NA
"275229",0,1,1,0,NA,NA,NA,NA,NA,NA
"275230",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"275231",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"275232",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276058",0,1,1,0,0,0,NA,NA,NA,NA
"276059",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"276060",0,0,0,0,NA,NA,NA,NA,NA,NA
"276061",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276889",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276890",0,0,0,1,NA,NA,NA,NA,NA,NA
"276900",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278554",0,0,0,0,0,0,0,0,0,NA
"279378",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280148",1,0,0,0,NA,NA,NA,NA,NA,NA
"280149",0,0,0,1,0,1,NA,NA,NA,NA
"280977",0,0,0,0,0,0,NA,NA,NA,NA
"280978",0,0,0,NA,NA,NA,NA,NA,NA,NA
"281808",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282641",0,0,0,NA,NA,NA,NA,NA,NA,NA
"282646",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"282705",0,0,0,0,0,NA,NA,NA,NA,NA
"283534",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283537",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285194",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290110",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294252",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295985",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296786",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297645",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"298440",0,0,0,NA,NA,NA,NA,NA,NA,NA
"299270",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301758",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302621",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304249",0,0,0,0,NA,NA,NA,NA,NA,NA
"304250",0,0,0,0,0,0,0,0,1,0
"304251",0,1,0,0,NA,NA,NA,NA,NA,NA
"305072",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305079",0,0,0,0,1,0,NA,NA,NA,NA
"305080",1,1,1,1,NA,NA,NA,NA,NA,NA
"305911",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305913",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"307576",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329989",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330819",0,0,0,0,0,0,0,0,0,0
"330820",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
